id	genes
HALLMARK_G2M_CHECKPOINT_2	AURKA, CCNA2, TOP2A, CCNB2, CENPA, BIRC5, CDC20, PLK1, TTK, PRC1, NDC80, KIF11, NUSAP1, CKS2, KIF2C, MKI67, AURKB, TPX2, SMC4, BUB1, CENPF, RACGAP1, CENPE, KIF23, UBE2C, MCM6, MCM3, PTTG1, CDK1, KIF4A, ESPL1, MAD2L1, NEK2, KIF22, HMMR, KPNA2, CDKN3, CDC25A, H2AX, CDC25B, PLK4, CDC6, CCNF, MCM5, LMNB1, E2F3, KIF15, CHEK1, UBE2S, NSD2, HMGB3, DBF4, TACC3, MCM2, CDKN2C, FANCC, NASP, STAG1, GINS2, FBXO5, POLQ, EZH2, SUV39H1, PRIM2, E2F1, CHAF1A, GSPT1, BUB3, SMC1A, ILF3, CDC7, INCENP, CKS1B, EXO1, H2AZ1, TFDP1, KPNB1, JPT1, LBR, HUS1, KIF20B, TOP1, PDS5B, SRSF1, STIL, DTYMK, CDC27, BARD1, ATF5, CDC45, ODC1, XPO1, SFPQ, TMPO, PML, BRCA2, CTCF, KNL1, KMT5A, TRA2B, MYBL2, TROAP, TENT4A, CUL3, MAPK14, H2BC12, MYC, DKC1, CCNT1, TGFB1, LIG3, NUP50, SLC7A5, RBL1, RAD54L, PRPF4B, UCK2, CUL1, UPF1, DR1, MNAT1, SMC2, RBM14, RPA2, SQLE, ORC6, CDK4, POLE, RASAL2, CUL4A, SLC7A1, HMGA1, SS18, TRAIP, PRMT5, CUL5, DDX39A, MARCKS, PBK, ORC5, SAP30, KATNA1, HNRNPD, POLA2, HIRA, HIF1A, SYNCRIP, NCL, RAD23B, E2F2, HMGN2, SRSF10, SNRPD1, CASP8AP2, SMARCC1, NOTCH2, MAP3K20, HSPA8, G3BP1, PTTG3P, DMD, HNRNPU, SRSF2, MT2A, NUP98, EWSR1, MTF2, E2F4, BCL3, MEIS2, WRN, H2AZ2, ODF2
HALLMARK_APOPTOSIS	CASP3, CASP9, DFFA, CASP7, CFLAR, BIRC3, PMAIP1, CASP8, JUN, BCL2L11, MCL1, IL1B, SPTAN1, DIABLO, BAX, BIK, IL1A, BID, CDKN1A, GADD45A, DDIT3, CDKN1B, TNF, GSN, TNFSF10, CASP6, SQSTM1, FASLG, EGR3, CD44, FAS, IL18, IGFBP6, PRF1, DAP, CCND1, BTG3, F2R, SATB1, BNIP3L, CASP4, TNFRSF12A, CREBBP, RHOB, GPX3, PDGFRB, TSPO, CCND2, XIAP, TIMP1, CTNNB1, IRF1, HSPB1, ADD1, TIMP2, BTG2, TIMP3, LEF1, CASP1, GPX1, BCL10, IGF2R, CDC25B, AIFM3, CD38, PPP3R1, HGF, CLU, ATF3, LGALS3, LUM, LMNA, GADD45B, CDK2, IFNB1, RETSAT, SMAD7, SOD1, PTK2, ENO2, HMOX1, IER3, BCL2L10, CD2, GCH1, MMP2, VDAC2, TAP1, PLAT, IFNGR1, APP, BRCA1, ROCK1, PSEN1, DCN, PSEN2, SOD2, BMF, EREG, KRT18, TGFB2, RELA, WEE1, RARA, CD14, CD69, PEA15, DNAJC3, CASP2, CTH, PLCB2, BMP2, HMGB2, PLPPR4, H1-0, TGFBR3, EBP, TXNIP, ANKH, RHOT2, CYLD, GSTM1, GSR, BGN, BCL2L1, GNA15, MGMT, PPT1, F2, IL6, SC5D, IFITM3, RNASEL, EMP1, CAV1, DNM1L, ANXA1, TOP2A, ISG20, SLC20A1, MADD, PPP2R5B, BCAP31, ERBB3, NEDD9, SAT1, PDCD4, BCL2L2, FEZ1, ERBB2, DNAJA1, DAP3, DPYD, NEFH, PAK1, FDXR, GPX4, ETF1, CCNA1, GUCY2D, AVPR1A
HALLMARK_APOPTOSIS_1	CASP9, DFFA, BIRC3, SPTAN1, DDIT3, CDKN1B, GSN, SQSTM1, FASLG, EGR3, FAS, IL18, IGFBP6, CCND1, SATB1, BNIP3L, RHOB, GPX3, TSPO, ADD1, TIMP2, TIMP3, GPX1, AIFM3, CD38, PPP3R1, HGF, CLU, IFNB1, RETSAT, SMAD7, SOD1, PTK2, ENO2, BCL2L10, CD2, VDAC2, IFNGR1, APP, PSEN1, BMF, CD14, PEA15, PLCB2, PLPPR4, TGFBR3, TXNIP, ANKH, CYLD, GSR, BCL2L1, GNA15, MGMT, PPT1, F2, SC5D, IFITM3, DNM1L, ISG20, MADD, PPP2R5B, ERBB3, PDCD4, BCL2L2, FEZ1, ERBB2, NEFH, PAK1, FDXR, GPX4, CCNA1, GUCY2D
HALLMARK_APOPTOSIS_2	CASP3, CASP7, CFLAR, PMAIP1, CASP8, JUN, BCL2L11, MCL1, IL1B, DIABLO, BAX, BIK, IL1A, BID, CDKN1A, GADD45A, TNF, TNFSF10, CASP6, CD44, PRF1, DAP, BTG3, F2R, CASP4, TNFRSF12A, CREBBP, PDGFRB, CCND2, XIAP, TIMP1, CTNNB1, IRF1, HSPB1, BTG2, LEF1, CASP1, BCL10, IGF2R, CDC25B, ATF3, LGALS3, LUM, LMNA, GADD45B, CDK2, HMOX1, IER3, GCH1, MMP2, TAP1, PLAT, BRCA1, ROCK1, DCN, PSEN2, SOD2, EREG, KRT18, TGFB2, RELA, WEE1, RARA, CD69, DNAJC3, CASP2, CTH, BMP2, HMGB2, H1-0, EBP, RHOT2, GSTM1, BGN, IL6, RNASEL, EMP1, CAV1, ANXA1, TOP2A, SLC20A1, BCAP31, NEDD9, SAT1, DNAJA1, DAP3, DPYD, ETF1, AVPR1A
HALLMARK_NOTCH_SIGNALING	JAG1, NOTCH3, NOTCH2, APH1A, HES1, CCND1, FZD1, PSEN2, FZD7, DTX1, DLL1, FZD5, MAML2, NOTCH1, PSENEN, WNT5A, CUL1, WNT2, DTX4, SAP30, PPARD, KAT2A, HEYL, SKP1, RBX1, TCF7L2, ARRB1, LFNG, PRKCA, DTX2, ST3GAL6, FBXW11
HALLMARK_NOTCH_SIGNALING_1	CCND1, DTX1, PSENEN, WNT2, DTX4, SKP1, RBX1, ARRB1, PRKCA, ST3GAL6, FBXW11
HALLMARK_NOTCH_SIGNALING_2	JAG1, NOTCH3, NOTCH2, APH1A, HES1, FZD1, PSEN2, FZD7, DLL1, FZD5, MAML2, NOTCH1, WNT5A, CUL1, SAP30, PPARD, KAT2A, HEYL, TCF7L2, LFNG, DTX2
HALLMARK_ADIPOGENESIS	FABP4, ADIPOQ, PPARG, LIPE, DGAT1, LPL, CPT2, CD36, GPAM, ADIPOR2, ACAA2, ETFB, ACOX1, ACADM, HADH, IDH1, SORBS1, ACADS, UCK1, SCP2, DECR1, CDKN2C, TALDO1, TST, MCCC1, PGM1, REEP5, BCL2L13, SLC25A10, ME1, PHYH, PIM3, YWHAG, NDUFAB1, GPD2, ADIG, ECHS1, QDPR, CS, ECH1, SLC25A1, ACADL, TOB1, GRPEL1, CRAT, GBE1, CAVIN2, SCARB1, PEMT, CHCHD10, AK2, APOE, UQCR10, TANK, ANGPTL4, ACO2, FAH, ACLY, IFNGR1, SLC5A6, JAGN1, EPHX2, IDH3G, GPX3, ELMOD3, ORM1, RETSAT, ESRRA, HIBCH, SUCLG1, STAT5A, ITGA7, MRAP, PLIN2, CYC1, ALDH2, RNF11, ALDOA, SULT1A1, DDT, SDHB, CD151, SLC27A1, BCKDHA, C3, LEP, ADCY6, ELOVL6, LTC4S, SPARCL1, RMDN3, MTCH2, SOWAHC, SLC1A5, CMPK1, REEP6, NDUFA5, FZD4, DRAM2, MGST3, ATP1B3, RETN, STOM, ESYT1, GHITM, DNAJC15, GADD45A, VEGFB, PFKL, COQ3, NABP1, CYP4B1, PPM1B, ARAF, CAVIN1, COL4A1, IMMT, DHRS7, COL15A1, NMT1, COQ5, LAMA4, AGPAT3, BAZ2A, IDH3A, LIFR, PREB, PTGER3, GPHN, PFKFB3, GPX4, SSPN, SQOR, MTARC2, DLD, ITIH5, CD302, ATL2, GPAT4, LPCAT3, TKT, UQCRC1, CAT, OMD, DLAT, MRPL15, RIOK3, RTN3, CHUK, G3BP2, SDHC, SAMM50, ARL4A, SNCG, PDCD4, COQ9, APLP2, SOD1, PTCD3, PHLDB1, ENPP2, HSPB8, AIFM1, CCNG2, PPP1R15B, MDH2, ABCA1, COX7B, MYLK, COX8A, DHRS7B, MIGA2, MGLL, ITSN1, DHCR7, RREB1, CMBL, UBC, ATP5PO, PRDX3, DBT, NDUFS3, NKIRAS1, RAB34, CIDEA, UQCRQ, PEX14, BCL6, COX6A1, DNAJB9, MAP4K3, ANGPT1, UBQLN1, NDUFB7, SLC19A1, ABCB8, SLC66A3, POR, UCP2, UQCR11
HALLMARK_ADIPOGENESIS_1	FABP4, PPARG, LIPE, GPAM, ADIPOR2, ACAA2, ETFB, HADH, SORBS1, ACADS, TALDO1, TST, REEP5, BCL2L13, ME1, PHYH, PIM3, YWHAG, NDUFAB1, GPD2, ADIG, ECHS1, QDPR, SLC25A1, ACADL, TOB1, CAVIN2, SCARB1, APOE, UQCR10, ANGPTL4, ACO2, FAH, IFNGR1, EPHX2, IDH3G, GPX3, RETSAT, ESRRA, HIBCH, SUCLG1, STAT5A, MRAP, CYC1, ALDH2, RNF11, ALDOA, SULT1A1, SLC27A1, BCKDHA, C3, LEP, SPARCL1, MTCH2, REEP6, NDUFA5, DRAM2, MGST3, STOM, ESYT1, GHITM, DNAJC15, VEGFB, PFKL, COQ3, CYP4B1, PPM1B, DHRS7, COL15A1, NMT1, COQ5, AGPAT3, IDH3A, LIFR, PTGER3, GPHN, PFKFB3, GPX4, SSPN, SQOR, MTARC2, ITIH5, CD302, TKT, UQCRC1, CAT, OMD, RTN3, CHUK, G3BP2, SDHC, SNCG, PDCD4, SOD1, PTCD3, PHLDB1, ENPP2, HSPB8, CCNG2, ABCA1, COX7B, MYLK, COX8A, DHRS7B, MGLL, ITSN1, CMBL, UBC, PRDX3, DBT, NDUFS3, NKIRAS1, CIDEA, UQCRQ, PEX14, COX6A1, DNAJB9, ANGPT1, UBQLN1, NDUFB7, UCP2, UQCR11
HALLMARK_ADIPOGENESIS_2	ADIPOQ, DGAT1, LPL, CPT2, CD36, ACOX1, ACADM, IDH1, UCK1, SCP2, DECR1, CDKN2C, MCCC1, PGM1, SLC25A10, CS, ECH1, GRPEL1, CRAT, GBE1, PEMT, CHCHD10, AK2, TANK, ACLY, SLC5A6, JAGN1, ELMOD3, ORM1, ITGA7, PLIN2, DDT, SDHB, CD151, ADCY6, ELOVL6, LTC4S, RMDN3, SOWAHC, SLC1A5, CMPK1, FZD4, ATP1B3, RETN, GADD45A, NABP1, ARAF, CAVIN1, COL4A1, IMMT, LAMA4, BAZ2A, PREB, DLD, ATL2, GPAT4, LPCAT3, DLAT, MRPL15, RIOK3, SAMM50, ARL4A, COQ9, APLP2, AIFM1, PPP1R15B, MDH2, MIGA2, DHCR7, RREB1, ATP5PO, RAB34, BCL6, MAP4K3, SLC19A1, ABCB8, SLC66A3, POR
HALLMARK_ESTROGEN_RESPONSE_EARLY	GREB1, CA12, SLC9A3R1, MYB, ANXA9, IGFBP4, SYBU, NPY1R, PDZK1, NRIP1, MLPH, HSPB8, EGR3, KRT19, LRIG1, KDM4B, PGR, RHOBTB3, TPD52L1, ELOVL2, RET, TPBG, TFF1, MAPT, SCNN1A, ABAT, FLNB, XBP1, CELSR2, RAB31, MYBL1, MREG, FAM102A, MSMB, STC2, RETREG1, SIAH2, ZNF185, SLC19A2, SLC1A4, FHL2, BCL2, PMAIP1, AREG, OVOL2, TSKU, ADCY9, RASGRP1, MUC1, KAZN, SLC27A2, FKBP4, CXCL12, TMPRSS3, RARA, IL17RB, CBFA2T3, TFF3, UGCG, CCND1, SLC22A5, WFS1, PTGES, WWC1, CCN5, MYC, ITPK1, TMEM164, ARL3, MED13L, SEMA3B, KRT18, SLC16A1, TJP3, SLC26A2, FCMR, SULT2B1, SNX24, TFAP2C, TTC39A, GJA1, PRSS23, OLFM1, RAPGEFL1, ASB13, TIPARP, ABCA3, FRK, DHRS2, AQP3, KCNK15, TGIF2, FOXC1, ELF3, REEP1, PEX11A, PODXL, KLF4, BAG1, CELSR1, PLAAT3, SLC7A5, MPPED2, TIAM1, CLDN7, MYOF, RBBP8, OLFML3, GFRA1, FARP1, SVIL, TGM2, DEPTOR, CYP26B1, PAPSS2, SLC1A1, DLC1, JAK2, AFF1, KLK10, P2RY2, BLVRB, CISH, GLA, ADD3, PDLIM3, MINDY1, FOS, KRT8, SLC37A1, B4GALT1, CALCR, ESRP2, IGF1R, NBL1, SFN, OPN3, ABHD2, AR, SLC39A6, SYT12, CD44, MED24, BCL11B, CANT1, KRT13, KRT15, TOB1, SLC7A2, LAD1, TUBB2B, TBC1D30, SEC14L2, ENDOD1, HR, SCARB1, NCOR2, RHOD, INPP5F, PPIF, DHRS3, FDFT1, GAB2, UNC119, KLF10, HES1, FKBP5, SLC2A1, AMFR, NADSYN1, INHBB, BHLHE40, CALB2, FASN, CHPT1, MYBBP1A, ELOVL5, DYNLT3, ABLIM1, SOX3, SLC24A3, RAB17, MAST4, KCNK5, ELF1, RPS6KA2, ISG20L2, IL6ST, SYNGR1, SH3BP5, ALDH3B1, THSD4, CLIC3, NXT1, NAV2, RRP12, ADCY1, DHCR7, MICB, AKAP1
HALLMARK_ESTROGEN_RESPONSE_EARLY_1	GREB1, SLC9A3R1, ANXA9, SYBU, NPY1R, MLPH, HSPB8, EGR3, KRT19, LRIG1, PGR, RHOBTB3, TPD52L1, RET, MAPT, SCNN1A, ABAT, FLNB, CELSR2, FAM102A, RETREG1, SIAH2, ZNF185, SLC1A4, BCL2, OVOL2, RASGRP1, KAZN, SLC27A2, CXCL12, TMPRSS3, IL17RB, CBFA2T3, TFF3, CCND1, SLC22A5, WFS1, WWC1, CCN5, ARL3, SEMA3B, TJP3, SULT2B1, SNX24, TFAP2C, GJA1, OLFM1, RAPGEFL1, ASB13, ABCA3, FRK, DHRS2, AQP3, KCNK15, REEP1, PEX11A, BAG1, PLAAT3, MPPED2, TIAM1, GFRA1, FARP1, DEPTOR, CYP26B1, SLC1A1, JAK2, KLK10, P2RY2, BLVRB, ADD3, PDLIM3, MINDY1, SLC37A1, CALCR, IGF1R, NBL1, SFN, OPN3, SYT12, BCL11B, KRT15, TOB1, SLC7A2, TUBB2B, TBC1D30, SEC14L2, ENDOD1, HR, SCARB1, RHOD, INPP5F, PPIF, DHRS3, FDFT1, GAB2, UNC119, AMFR, INHBB, ABLIM1, SOX3, SLC24A3, MAST4, KCNK5, ELF1, RPS6KA2, IL6ST, SYNGR1, SH3BP5, ALDH3B1, RRP12, ADCY1, AKAP1
HALLMARK_ESTROGEN_RESPONSE_EARLY_2	CA12, MYB, IGFBP4, PDZK1, NRIP1, KDM4B, ELOVL2, TPBG, TFF1, XBP1, RAB31, MYBL1, MREG, MSMB, STC2, SLC19A2, FHL2, PMAIP1, AREG, TSKU, ADCY9, MUC1, FKBP4, RARA, UGCG, PTGES, MYC, ITPK1, TMEM164, MED13L, KRT18, SLC16A1, SLC26A2, FCMR, TTC39A, PRSS23, TIPARP, TGIF2, FOXC1, ELF3, PODXL, KLF4, CELSR1, SLC7A5, CLDN7, MYOF, RBBP8, OLFML3, SVIL, TGM2, PAPSS2, DLC1, AFF1, CISH, GLA, FOS, KRT8, B4GALT1, ESRP2, ABHD2, AR, SLC39A6, CD44, MED24, CANT1, KRT13, LAD1, NCOR2, KLF10, HES1, FKBP5, SLC2A1, NADSYN1, BHLHE40, CALB2, FASN, CHPT1, MYBBP1A, ELOVL5, DYNLT3, RAB17, ISG20L2, THSD4, CLIC3, NXT1, NAV2, DHCR7, MICB
HALLMARK_ESTROGEN_RESPONSE_LATE	TFF1, SLC9A3R1, TPD52L1, PRSS23, CA12, PDZK1, ANXA9, CELSR2, TJP3, PGR, RET, MYB, TPBG, EGR3, ARL3, OLFM1, NPY1R, SCNN1A, XBP1, AREG, IL17RB, NRIP1, ASS1, TFF3, FKBP4, SLC27A2, SEMA3B, GPER1, LLGL2, AGR2, KRT19, CCN5, BLVRB, FLNB, PDCD4, CALCR, IGFBP4, DNAJC12, TIAM1, TSPAN13, CXCL12, RAB31, PKP3, CYP26B1, FKBP5, SIAH2, ISG20, TMPRSS3, SERPINA3, WFS1, MAPT, PDLIM3, RBBP8, GJB3, PRLR, SLC1A4, FOS, PLAAT3, SLC7A5, SERPINA5, IMPA2, DHCR7, MYOF, CDH1, EMP2, OVOL2, DLG5, SOX3, CHPT1, KLK10, ELOVL5, RAPGEFL1, JAK2, SLC26A2, SLC22A5, ITPK1, PCP4, PAPSS2, NAB2, FAM102A, BCL2, LSR, CACNA2D2, CA2, ASCL1, ACOX2, CISH, GLA, PTGES, PERP, OPN3, KRT13, HSPB8, UGDH, CLIC3, KLK11, PLAC1, ABHD2, SCARB1, DCXR, CCND1, SFN, ABCA3, SULT2B1, CCNA1, STIL, MICB, ZFP36, CAV1, NBL1, CD44, HR, HOMER2, BTG3, GAL, ETFB, BAG1, FRK, SLC16A1, AFF1, TFAP2C, IGSF1, HPRT1, CDC6, FARP1, AMFR, DHRS2, NXT1, S100A9, SLC29A1, SLC24A3, FOXC1, KIF20A, TOB1, FDFT1, DNAJC1, TPSAB1, GFUS, FGFR3, SGK1, ID2, GALE, BATF, MAPK13, FABP5, MEST, JAK1, CYP4F11, KCNK5, CPE, XRCC3, CXCL14, SCUBE2, CDC20, IL6ST, GINS2, TRIM29, UNC13B, LAMC2, LARGE1, SLC2A8, PLXNB1, PRKAR2B, RPS6KA2, HSPA4L, TFPI2, SERPINA1, TNNC1, HMGCS2, ALDH3A2, CD9, IDH2, SORD, MDK, ALDH3B1, PTGER3, RABEP1, KLF4, PPIF, SNX10, METTL3, PLK4, COX6C, ST14, NCOR2, MOCS2, NMU, TH, RNASEH2A, CHST8, TST, TOP2A, CKB, LTF, DUSP2, PTPN6, ATP2B4, ST6GALNAC2, ADD3, DYNLT3
HALLMARK_ESTROGEN_RESPONSE_LATE_1	SLC9A3R1, TPD52L1, ANXA9, CELSR2, TJP3, PGR, RET, EGR3, ARL3, OLFM1, NPY1R, SCNN1A, IL17RB, ASS1, TFF3, SLC27A2, SEMA3B, LLGL2, KRT19, CCN5, BLVRB, FLNB, PDCD4, CALCR, DNAJC12, TIAM1, CXCL12, PKP3, CYP26B1, SIAH2, ISG20, TMPRSS3, SERPINA3, WFS1, MAPT, PDLIM3, GJB3, PRLR, SLC1A4, PLAAT3, SERPINA5, CDH1, EMP2, OVOL2, SOX3, KLK10, RAPGEFL1, JAK2, SLC22A5, PCP4, FAM102A, BCL2, LSR, CACNA2D2, CA2, ASCL1, PERP, OPN3, HSPB8, PLAC1, SCARB1, DCXR, CCND1, SFN, ABCA3, SULT2B1, CCNA1, NBL1, HR, HOMER2, ETFB, BAG1, FRK, TFAP2C, IGSF1, HPRT1, FARP1, AMFR, DHRS2, SLC24A3, TOB1, FDFT1, DNAJC1, TPSAB1, GFUS, FGFR3, SGK1, BATF, CYP4F11, KCNK5, CPE, CXCL14, IL6ST, TRIM29, UNC13B, LARGE1, SLC2A8, PLXNB1, PRKAR2B, RPS6KA2, HSPA4L, TFPI2, ALDH3A2, CD9, IDH2, SORD, ALDH3B1, PTGER3, RABEP1, PPIF, SNX10, COX6C, MOCS2, TH, CHST8, TST, CKB, LTF, DUSP2, PTPN6, ATP2B4, ST6GALNAC2, ADD3
HALLMARK_ESTROGEN_RESPONSE_LATE_2	TFF1, PRSS23, CA12, PDZK1, MYB, TPBG, XBP1, AREG, NRIP1, FKBP4, GPER1, AGR2, IGFBP4, TSPAN13, RAB31, FKBP5, RBBP8, FOS, SLC7A5, IMPA2, DHCR7, MYOF, DLG5, CHPT1, ELOVL5, SLC26A2, ITPK1, PAPSS2, NAB2, ACOX2, CISH, GLA, PTGES, KRT13, UGDH, CLIC3, KLK11, ABHD2, STIL, MICB, ZFP36, CAV1, CD44, BTG3, GAL, SLC16A1, AFF1, CDC6, NXT1, S100A9, SLC29A1, FOXC1, KIF20A, ID2, GALE, MAPK13, FABP5, MEST, JAK1, XRCC3, SCUBE2, CDC20, GINS2, LAMC2, SERPINA1, TNNC1, HMGCS2, MDK, KLF4, METTL3, PLK4, ST14, NCOR2, NMU, RNASEH2A, TOP2A, DYNLT3
HALLMARK_ANDROGEN_RESPONSE	KLK3, KLK2, ACSL3, PIAS1, CAMKK2, NKX3-1, TMPRSS2, APPBP2, CENPN, BMPR1B, MAF, FADS1, ZBTB10, HMGCR, SPCS3, INSIG1, NGLY1, UBE2J1, ELK4, ABCC4, ELOVL5, ALDH1A3, AZGP1, ABHD2, SAT1, DBI, DHCR24, SORD, STK39, TPD52, IDI1, B2M, MAP7, DNAJB9, FKBP5, HERC3, PGM3, HOMER2, ELL2, UAP1, SEC24D, LMAN1, PMEPA1, INPP4B, RRP12, SELENOP, NDRG1, KRT19, ITGAV, B4GALT1, MAK, SPDEF, GSR, KRT8, LIFR, PLPP1, STEAP4, GUCY1A1, SRP19, CCND3, IQGAP2, RAB4A, SLC26A2, SMS, ZMIZ1, SGK1, MERTK, HPGD, ANKH, GNAI3, SRF, SLC38A2, HMGCS1, ARID5B, CDC14B, TNFAIP8, XRCC5, GPD1L, ACTN1, RPS6KA3, TSC22D1, PDLIM5, TMEM50A, ADAMTS1, NCOA4, AKAP12, SCD, PTK2B, CDK6, ADRM1, H1-0, HSD17B14, VAPA, CCND1, XRCC6, MYL12A, UBE2I, PTPN21, AKT1, PA2G4
HALLMARK_ANDROGEN_RESPONSE_1	KLK3, KLK2, PIAS1, CAMKK2, NKX3-1, TMPRSS2, APPBP2, BMPR1B, MAF, FADS1, ALDH1A3, AZGP1, DHCR24, SORD, STK39, TPD52, IDI1, MAP7, DNAJB9, HERC3, HOMER2, ELL2, INPP4B, RRP12, SELENOP, NDRG1, KRT19, MAK, SPDEF, GSR, LIFR, PLPP1, GUCY1A1, RAB4A, ZMIZ1, SGK1, MERTK, ANKH, CDC14B, TSC22D1, TMEM50A, NCOA4, SCD, PTK2B, HSD17B14, VAPA, CCND1
HALLMARK_ANDROGEN_RESPONSE_2	ACSL3, CENPN, ZBTB10, HMGCR, SPCS3, INSIG1, NGLY1, UBE2J1, ELK4, ABCC4, ELOVL5, ABHD2, SAT1, DBI, B2M, FKBP5, PGM3, UAP1, SEC24D, LMAN1, PMEPA1, ITGAV, B4GALT1, KRT8, STEAP4, SRP19, CCND3, IQGAP2, SLC26A2, SMS, HPGD, GNAI3, SRF, SLC38A2, HMGCS1, ARID5B, TNFAIP8, XRCC5, GPD1L, ACTN1, RPS6KA3, PDLIM5, ADAMTS1, AKAP12, CDK6, ADRM1, H1-0, XRCC6, MYL12A, UBE2I, PTPN21, AKT1, PA2G4
HALLMARK_MYOGENESIS	ACTA1, TNNI2, MYL1, TNNC1, TNNC2, MYH3, MYLPF, TNNT3, TNNT2, CASQ2, ACTC1, MYOM1, MYL4, MYBPH, MYH7, MYH8, ACTN2, TNNI1, CRYAB, SGCG, HRC, TNNT1, DES, MYOZ1, RYR1, CSRP3, ADAM12, ATP2A1, CKM, SVIL, MYOM2, MYL6B, TPM2, MYL2, CKMT2, BIN1, MYH1, ENO3, FLII, FXYD1, TPM3, DMD, IGFBP3, CHRNB1, SPEG, FHL1, ACTN3, TCAP, MYLK, MYL3, PYGM, LDB3, COX6A2, FABP3, MYL7, ITGB5, CHRNA1, SSPN, COL3A1, KCNH1, GJA5, MYF6, MYH2, MAPK12, PGAM2, MYOG, MYH4, AEBP1, HBEGF, MEF2C, NOS1, CNN3, IGFBP7, CACNA1H, GSN, CACNG1, PPFIA4, MB, SPHK1, SCHIP1, MEF2D, SMTN, CDKN1A, GAA, TPD52L1, HSPB2, SGCA, BDKRB2, COX7A1, COL4A2, PLXNB2, CTF1, COL15A1, KCNH2, AGRN, MYO1C, SIRT2, SGCD, SORBS1, VIPR1, FGF2, FKBP1B, TEAD4, CASQ1, KLF5, PDLIM7, AK1, TAGLN, RIT1, MEF2A, ANKRD2, AKT2, LAMA2, DENND2B, IFRD1, NCAM1, SYNGR2, PICK1, COL6A3, CRAT, DMPK, MYH11, MYH9, IGF1, CKB, FST, GPX3, PVALB, PTP4A3, ITGB1, HSPB8, ACHE, CHRNG, PKIA, NAV2, HDAC5, ATP6AP1, CLU, ACSL1, COL1A1, MRAS, PDE4DIP, AGL, ERBB3, GABARAPL2, CAV3, BHLHE40, PPP1R3C, LARGE1, LPIN1, CDH13, NQO1, PRNP, PSEN2, DAPK2, LSP1, SLC6A8, REEP1, EIF4A2, SH2B1, MYBPC3, ITGA7, SPTAN1, SORBS3, PC, SCD, GNAO1, STC2, CFD, RB1, BAG1, ABLIM1, PTGIS, MAPRE3, OCEL1, SH3BGR, NOTCH1, TSC2, TGFB1, FDPS, CAMK2B, EPHB3, GADD45B, APP, APLNR, ITGB4, SOD3, FOXO4, EFS, PFKM, COL6A2, DTNA, KIFC3, SPARC, SPDEF, SLN, WWTR1, CD36, ADCY9, APOD
HALLMARK_MYOGENESIS_1	TNNI2, TNNC2, MYH3, MYLPF, TNNT3, TNNT2, CASQ2, ACTC1, MYOM1, MYH7, MYH8, ACTN2, CRYAB, SGCG, TNNT1, MYOZ1, RYR1, MYOM2, MYL6B, MYL2, CKMT2, BIN1, MYH1, ENO3, FXYD1, CHRNB1, SPEG, FHL1, ACTN3, MYLK, MYL3, PYGM, LDB3, COX6A2, FABP3, MYL7, ITGB5, SSPN, KCNH1, PGAM2, MYOG, MEF2C, NOS1, GSN, PPFIA4, MB, SPHK1, SCHIP1, MEF2D, GAA, TPD52L1, HSPB2, SGCA, COX7A1, CTF1, COL15A1, KCNH2, SIRT2, SGCD, SORBS1, VIPR1, FGF2, FKBP1B, CASQ1, AK1, MEF2A, ANKRD2, NCAM1, SYNGR2, PICK1, IGF1, CKB, GPX3, HSPB8, PKIA, HDAC5, CLU, ACSL1, MRAS, PDE4DIP, AGL, ERBB3, GABARAPL2, CAV3, PPP1R3C, LARGE1, LPIN1, CDH13, NQO1, PRNP, DAPK2, LSP1, SLC6A8, REEP1, EIF4A2, SPTAN1, SORBS3, PC, SCD, GNAO1, CFD, BAG1, ABLIM1, MAPRE3, OCEL1, SH3BGR, CAMK2B, APP, APLNR, ITGB4, SOD3, FOXO4, PFKM, DTNA, SPDEF, APOD
HALLMARK_MYOGENESIS_2	ACTA1, MYL1, TNNC1, MYL4, MYBPH, TNNI1, HRC, DES, CSRP3, ADAM12, ATP2A1, CKM, SVIL, TPM2, FLII, TPM3, DMD, IGFBP3, TCAP, CHRNA1, COL3A1, GJA5, MYF6, MYH2, MAPK12, MYH4, AEBP1, HBEGF, CNN3, IGFBP7, CACNA1H, CACNG1, SMTN, CDKN1A, BDKRB2, COL4A2, PLXNB2, AGRN, MYO1C, TEAD4, KLF5, PDLIM7, TAGLN, RIT1, AKT2, LAMA2, DENND2B, IFRD1, COL6A3, CRAT, DMPK, MYH11, MYH9, FST, PVALB, PTP4A3, ITGB1, ACHE, CHRNG, NAV2, ATP6AP1, COL1A1, BHLHE40, PSEN2, SH2B1, MYBPC3, ITGA7, STC2, RB1, PTGIS, NOTCH1, TSC2, TGFB1, FDPS, EPHB3, GADD45B, EFS, COL6A2, KIFC3, SPARC, SLN, WWTR1, CD36, ADCY9
