id	genes
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION	TPH1, RXRA, VDR, ATP2B1, ATP2B2, ATP2B3, KDM1A, ATP2B4, GGTLC1, PVALB, CALB1, BCL2, CACNA1C, TPH2, SLC8A1, GRIN2D, ITPR3, GCLC, GRIN2C, GRIN2B, GRIN2A, GRIN1, GGT2, NFE2L2, GGTLC2, CYP27B1, CYP27A1, KDM6B, KDM1B, CHRM1, GGT1, ITPR1, ITPR2, KCNQ2, KCNQ3, KDM3A, GRM5, GSR, G6PD, GPX4
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION_1	TPH1, RXRA, ATP2B1, ATP2B2, ATP2B3, ATP2B4, CALB1, BCL2, CACNA1C, TPH2, SLC8A1, GRIN2D, GCLC, GRIN2C, GRIN2B, GRIN2A, GRIN1, CYP27A1, KDM1B, CHRM1, GGT1, ITPR1, KCNQ2, KCNQ3, GRM5, GSR, G6PD, GPX4
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION_2	VDR, KDM1A, GGTLC1, PVALB, ITPR3, GGT2, NFE2L2, GGTLC2, CYP27B1, KDM6B, ITPR2, KDM3A
WP_GLYCOSAMINOGLYCAN_DEGRADATION	GUSB, HYAL4, HYAL1, HYAL2, HEXB, HEXA, HPSE, GNS, IDUA, HGSNAT, ARSB, GALNS, GLB1, IDS, HPSE2, SGSH, NAGLU
WP_GLYCOSAMINOGLYCAN_DEGRADATION_1	HPSE, IDS, HPSE2, NAGLU
WP_GLYCOSAMINOGLYCAN_DEGRADATION_2	GUSB, HYAL4, HYAL1, HYAL2, HEXB, HEXA, GNS, IDUA, HGSNAT, ARSB, GALNS, GLB1, SGSH
WP_UREA_CYCLE_AND_RELATED_DISEASES	NAGS, GLS2, ASS1, ASL, SLC25A13, CPS1, SLC25A15, OTC, ARG1
WP_UREA_CYCLE_AND_RELATED_DISEASES_1	GLS2, ASS1, SLC25A13, CPS1, OTC
WP_UREA_CYCLE_AND_RELATED_DISEASES_2	NAGS, ASL, SLC25A15, ARG1
WP_SMALL_CELL_LUNG_CANCER	MIR4758, FHIT, LAMB2, CCND1, LAMB3, BCL2, LAMC1, MYC, BCL2L1, LAMA1, LAMC2, BID, NOS2, LAMA4, LAMA5, TRAF4, LAMB1, E2F1, GADD45B, TRAF3, TRAF2, TRAF6, TRAF5, RXRA, RXRG, RXRB, TRAF1, GADD45G, E2F3, CCNE1, E2F2, ITGA6, POLK, PIK3R1, PIK3R2, CCNE2, RELA, ITGA2, IKBKB, PIK3CA, PIK3CB, PIK3CD, PTEN, DDB2, FN1, AKT3, GADD45A, MIR4260, BIRC8, CDK6, LAMB4, CDK4, CDK2, ITGA2B, APAF1, ITGA3, CASP3, CDKN2B, CDKN1C, CDKN1B, BIRC7, CDKN1A, CHUK, CASP8, CASP9, ITGAV, AKT1, PTGS2, AKT2, BIRC2, CYCS, ITGB1, PTK2, NFKB1, NFKBIA, NFKBIB, COL4A4, CKS2, COL4A3, CKS1B, COL4A2, COL4A1, RARB, BIRC3, LAMC3, BAK1, MAX, PIK3R3, TP53, SKP1, BAX, ZBTB17, LAMA2, COL4A6, LAMA3, COL4A5, IKBKG, RB1
WP_SMALL_CELL_LUNG_CANCER_1	FHIT, CCND1, BCL2, BCL2L1, TRAF3, TRAF2, RXRA, RXRG, GADD45G, ITGA6, POLK, PIK3R1, ITGA2, PIK3CB, PIK3CD, AKT3, ITGA3, CDKN2B, CDKN1C, CDKN1B, BIRC7, CHUK, CASP9, PTK2, NFKBIB, COL4A4, COL4A3, RARB, BIRC3, SKP1, LAMA3, COL4A5
WP_SMALL_CELL_LUNG_CANCER_2	MIR4758, LAMB2, LAMB3, LAMC1, MYC, LAMA1, LAMC2, BID, NOS2, LAMA4, LAMA5, TRAF4, LAMB1, E2F1, GADD45B, TRAF6, TRAF5, RXRB, TRAF1, E2F3, CCNE1, E2F2, PIK3R2, CCNE2, RELA, IKBKB, PIK3CA, PTEN, DDB2, FN1, GADD45A, MIR4260, BIRC8, CDK6, LAMB4, CDK4, CDK2, ITGA2B, APAF1, CASP3, CDKN1A, CASP8, ITGAV, AKT1, PTGS2, AKT2, BIRC2, CYCS, ITGB1, NFKB1, NFKBIA, CKS2, CKS1B, COL4A2, COL4A1, LAMC3, BAK1, MAX, PIK3R3, TP53, BAX, ZBTB17, LAMA2, COL4A6, IKBKG, RB1
WP_JOUBERT_SYNDROME	BBS5, PDE6A, KIAA0586, PDE6D, RPGRIP1L, ATM, BBS9, DVL1, CC2D2A, TTC8, SUFU, SHH, CCP110, MYO5A, TMEM138, MYO6, DVL3, MIR6808, PDE6B, NPHP4, CEP41, BBS7, FLNA, INPP5E, RAB3IP, INVS, TCTN1, CETN2, ARL2, CETN1, TCTN3, MTOR, ARL3, PDE6G, PIBF1, TMEM216, ARR3, CSPP1, PCM1, AHI1, RAB8A, ZNF423, CPLANE1, NEK8, TMEM17, CEP164, CEP97, ANKS6, PCNT, RHEB, RAD50, TMEM237, NPHP1, CEP290, CEP120, MRE11, RP2, TMEM67, CEP104, UNC119, ARL13B, PARP1, TMEM231, BBS1, OFD1, BBS2, KAT5, B9D1, RHOA, BBS4, ARMC9, NPHP3, NIN, B9D2, ATF4, TCTN2, MKS1
WP_JOUBERT_SYNDROME_1	BBS5, PDE6D, ATM, BBS9, CC2D2A, TTC8, SUFU, SHH, CCP110, MYO5A, MYO6, PDE6B, BBS7, CETN2, ARL2, TCTN3, ARL3, PDE6G, TMEM216, CSPP1, PCM1, AHI1, ZNF423, TMEM17, CEP97, ANKS6, PCNT, RAD50, CEP290, CEP120, CEP104, UNC119, PARP1, TMEM231, BBS1, OFD1, BBS2, KAT5, B9D1, BBS4, NIN, B9D2
WP_JOUBERT_SYNDROME_2	PDE6A, KIAA0586, RPGRIP1L, DVL1, TMEM138, DVL3, MIR6808, NPHP4, CEP41, FLNA, INPP5E, RAB3IP, INVS, TCTN1, CETN1, MTOR, PIBF1, ARR3, RAB8A, CPLANE1, NEK8, CEP164, RHEB, TMEM237, NPHP1, MRE11, RP2, TMEM67, ARL13B, RHOA, ARMC9, NPHP3, ATF4, TCTN2, MKS1
WP_KETOGENESIS_AND_KETOLYSIS	UCP2, ACAT1, CPT2, BDH1, SLC16A1, SLC25A20, SLC2A1, OXCT1
WP_KETOGENESIS_AND_KETOLYSIS_1	UCP2, ACAT1, SLC25A20, OXCT1
WP_KETOGENESIS_AND_KETOLYSIS_2	CPT2, BDH1, SLC16A1, SLC2A1
WP_CYTOSOLIC_DNASENSING_PATHWAY	FADD, CCL4, CCL5, IFNA5, PYCARD, IFNA4, IFNA2, ATG12, POLR1D, IFNA1, IL1B, CGAS, CASP1, MAVS, POLR3K, ATG5, IFNA21, IFNA17, POLR3C, IFNA16, MIR3614, IL6, IFNA14, TBK1, IFNA13, CHUK, IFNA10, IFNA8, CASP8, IFNA7, POLR3H, IFNA6, CYLD, CASP10, RIPK1, IL33, TREX1, RIPK3, POLR3G, IL18, POLR3F, IKBKE, NFKB1, POLR2K, POLR2L, NFKBIA, AIM2, NFKBIB, IRF3, DDX58, CCL4L2, NLRX1, IFNB1, POLR2E, POLR3GL, ZBP1, POLR2F, POLR3B, ISG15, POLR2H, POLR3A, RELA, POLR1C, STING1, IKBKB, POLR3D, ADAR, RNF125, IKBKG, IRF7, POLR3E, CXCL10, TRIM25, TRADD
WP_CYTOSOLIC_DNASENSING_PATHWAY_1	CCL5, PYCARD, IFNA2, IFNA13, CHUK, POLR3H, IFNA6, CYLD, IL33, TREX1, RIPK3, POLR3G, IL18, IKBKE, POLR2K, AIM2, NFKBIB, DDX58, NLRX1, IFNB1, POLR2E, ZBP1, POLR2F, POLR3B, ISG15, POLR3A, STING1, ADAR, RNF125, CXCL10, TRADD
WP_CYTOSOLIC_DNASENSING_PATHWAY_2	FADD, CCL4, IFNA5, IFNA4, ATG12, POLR1D, IFNA1, IL1B, CGAS, CASP1, MAVS, POLR3K, ATG5, IFNA21, IFNA17, POLR3C, IFNA16, MIR3614, IL6, IFNA14, TBK1, IFNA10, IFNA8, CASP8, IFNA7, CASP10, RIPK1, POLR3F, NFKB1, POLR2L, NFKBIA, IRF3, CCL4L2, POLR3GL, POLR2H, RELA, POLR1C, IKBKB, POLR3D, IKBKG, IRF7, POLR3E, TRIM25
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION	THRA, STAT1, FGF9, BMP2, BMP4, MAPK14, RBL1, PPP2CA, ATG5, MAPK1, MAPK12, MAPK3, SOX9, RAF1, NPR2, FGFR3, IHH, CDKN1A, CNP, MAPK11, PTHLH, PTH1R, FGF18, MAPK13, SNAI1, MAP2K1, MAP2K2
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION_1	THRA, STAT1, FGF9, MAPK1, MAPK3, FGFR3, IHH, CNP, MAPK11, MAP2K1
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION_2	BMP2, BMP4, MAPK14, RBL1, PPP2CA, ATG5, MAPK12, SOX9, RAF1, NPR2, CDKN1A, PTHLH, PTH1R, FGF18, MAPK13, SNAI1, MAP2K2
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE	HGF, NRG2, RPS6KB2, PRKCG, RPS6KB1, NRAS, IGF1R, NRG1, RPS6, CCND1, JAK1, BCL2L11, JAK2, BRAF, BCL2, MYC, BCL2L1, IGF1, GAS6, AXL, PLCG1, NF1, PRKCA, PLCG2, PRKCB, SHC4, FOXO3, EIF4EBP1, EIF4E, GAB1, RRAS2, SHC2, PDGFA, MAPK1, PDGFB, MAPK3, PDGFRA, IL6R, EIF4E2, PDGFD, IL6, ARAF, MTOR, AKT1, RRAS, AKT2, SHC3, SRC, KRAS, VEGFA, MET, SOS1, STAT3, HRAS, BAD, EGF, PDGFC, FGF2, GRB2, PDGFRB, MRAS, PIK3R3, EGFR, PIK3R1, PIK3R2, KDR, SHC1, TGFA, RAF1, FGFR2, ERBB3, ERBB2, FGFR3, PIK3CA, PDPK1, PIK3CB, BAX, PIK3CD, PTEN, GSK3B, AKT3, SOS2, MAP2K1, MAP2K2
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE_1	HGF, NRG2, PRKCG, IGF1R, NRG1, RPS6, CCND1, JAK2, BCL2, BCL2L1, IGF1, GAS6, AXL, NF1, PRKCA, PLCG2, PRKCB, SHC4, FOXO3, EIF4E, GAB1, MAPK1, MAPK3, PDGFRA, IL6R, SHC3, SRC, MET, BAD, EGF, FGF2, GRB2, MRAS, PIK3R1, TGFA, FGFR2, ERBB3, ERBB2, FGFR3, PDPK1, PIK3CB, PIK3CD, AKT3, MAP2K1
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE_2	RPS6KB2, RPS6KB1, NRAS, JAK1, BCL2L11, BRAF, MYC, PLCG1, EIF4EBP1, RRAS2, SHC2, PDGFA, PDGFB, EIF4E2, PDGFD, IL6, ARAF, MTOR, AKT1, RRAS, AKT2, KRAS, VEGFA, SOS1, STAT3, HRAS, PDGFC, PDGFRB, PIK3R3, EGFR, PIK3R2, KDR, SHC1, RAF1, PIK3CA, BAX, PTEN, GSK3B, SOS2, MAP2K2
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	PIK3R1, PIK3R2, PTPN11, HLA-DRB1, CTLA4, PIK3CA, PIK3CB, PIK3CD, CD28, CD80, CD86, PTPN6, PIK3R3, PPP2CA
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE_1	PIK3R1, PTPN11, HLA-DRB1, CTLA4, PIK3CB, PIK3CD, CD28, CD86, PTPN6
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE_2	PIK3R2, PIK3CA, CD80, PIK3R3, PPP2CA
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS	RRM2, RRM1, TYMS, TYMP, CKB, TK2, UMPS, DHODH, NT5C3A, RRM2B, PUS1, DPYS, DPYD, UPB1, NT5C
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS_1	CKB, TK2, RRM2B, DPYS, UPB1, NT5C
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS_2	RRM2, RRM1, TYMS, TYMP, UMPS, DHODH, NT5C3A, PUS1, DPYD
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS	NAGS, GLS2, GPT, F10, ASS1, ASL, F7, GAMT, GOT1, OTC, GATM, ARG1
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS_1	GLS2, GPT, F10, ASS1, F7, GAMT, GOT1, OTC, GATM
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS_2	NAGS, ASL, ARG1
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	NFKB1, PTPN11, PDCD1, NFATC1, STAT3, NFATC2, HLA-DRB1, BATF, NFAT5, IFNG, HLA-A, CD274, PDCD1LG2, ZAP70, NFATC3, NFATC4, CD8A, CD3D, LCK, CD8B, CD3E, JUN, CD3G
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE_1	PTPN11, NFATC1, HLA-DRB1, BATF, IFNG, CD274, CD8A, CD3D, LCK, CD8B, CD3E, CD3G
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE_2	NFKB1, PDCD1, STAT3, NFATC2, NFAT5, HLA-A, PDCD1LG2, ZAP70, NFATC3, NFATC4, JUN
WP_METABOLISM_OF_ALPHALINOLENIC_ACID	MIR1908, ALOX15, FADS2, FADS1, ALOX12, PTGS2, ALOX5
WP_METABOLISM_OF_ALPHALINOLENIC_ACID_1	ALOX15, FADS2, FADS1
WP_METABOLISM_OF_ALPHALINOLENIC_ACID_2	MIR1908, ALOX12, PTGS2, ALOX5
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS	CALM3, CREB5, STAR, CYP11A1, CREB1, HSD3B2, HSD3B1, CMA1, CTSG, CALML3, ITPR3, CAMK4, CAMK2A, CAMK2B, CAMK2D, ACE, CAMK2G, CALML4, CALML5, PLCB2, CREB3L1, CALML6, CREB3L2, REN, AGT, AGTR1, CAMK1G, AGTR2, CAMK1D, CYP21A2, GNAQ, ITPR1, ATF1, ITPR2, ATF6B, CYP11B2, ATF4, ATF2, CREB3L4, CREB3L3, CALM1, CAMK1, CREB3, CALM2
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS_1	CALM3, STAR, CYP11A1, CMA1, CTSG, CAMK4, CAMK2A, CAMK2B, CAMK2G, CALML4, PLCB2, AGT, CAMK1G, AGTR2, CAMK1D, GNAQ, ITPR1, CREB3L3, CALM1, CAMK1, CREB3, CALM2
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS_2	CREB5, CREB1, HSD3B2, HSD3B1, CALML3, ITPR3, CAMK2D, ACE, CALML5, CREB3L1, CALML6, CREB3L2, REN, AGTR1, CYP21A2, ATF1, ITPR2, ATF6B, CYP11B2, ATF4, ATF2, CREB3L4
WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING	IFIH1, SAMHD1, STING1, IRF3, DDX58, RNASEL, RNASEH2A, OAS1, RNASEH2B, ADAR, IFNB1, CGAS, RNASET2, TREX1, MAVS, RNASEH2C
WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING_1	IFIH1, STING1, DDX58, OAS1, RNASEH2B, ADAR, IFNB1, RNASET2, TREX1
WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING_2	SAMHD1, IRF3, RNASEL, RNASEH2A, CGAS, MAVS, RNASEH2C
WP_NEPHROGENESIS	WNT9B, PAX2, ALDH1A2, OSR1, MEIS1, FOXD1, FGF8, JAG1, WNT4, SIX2, GREB1L, BMP7, RSPO1, RSPO3, NOTCH2, TCF21, FGF20
WP_NEPHROGENESIS_1	PAX2, ALDH1A2, OSR1, MEIS1, FGF8, WNT4, GREB1L, BMP7, RSPO1, RSPO3, TCF21, FGF20
WP_NEPHROGENESIS_2	WNT9B, FOXD1, JAG1, SIX2, NOTCH2
WP_NUCLEOTIDE_EXCISION_REPAIR	CUL4A, MNAT1, RFC1, RFC2, RFC3, CDK7, ERCC6, ERCC8, CUL4B, ERCC5, ERCC4, ERCC3, GTF2H2, GTF2H1, POLE4, POLD3, ERCC2, RBX1, GTF2H4, POLD4, GTF2H3, LIG1, GTF2H5, PCNA, GTF2H2C, ERCC1, DDB2, DDB1, CETN2, RPA1, RFC4, POLD1, RFC5, RAD23A, POLD2, POLE3, RAD23B, RPA3, CCNH, POLE, RPA2, XPA, POLE2, XPC
WP_NUCLEOTIDE_EXCISION_REPAIR_1	RFC1, CDK7, ERCC6, CUL4B, ERCC5, POLE4, RBX1, POLD4, GTF2H5, DDB1, CETN2, RAD23A, CCNH, XPA, XPC
WP_NUCLEOTIDE_EXCISION_REPAIR_2	CUL4A, MNAT1, RFC2, RFC3, ERCC8, ERCC4, ERCC3, GTF2H2, GTF2H1, POLD3, ERCC2, GTF2H4, GTF2H3, LIG1, PCNA, GTF2H2C, ERCC1, DDB2, RPA1, RFC4, POLD1, RFC5, POLD2, POLE3, RAD23B, RPA3, POLE, RPA2, POLE2
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS	NSDHL, CYP51A1, EBP, DHCR24, DHCR7, LBR, SC5D
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS_1	NSDHL, DHCR24, SC5D
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS_2	CYP51A1, EBP, DHCR7, LBR
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE	ADRA2A, ADRA2C, ADRB1, ADRB2, ADCY5, ADCY6, ADRA1D, ADCY7, ADCY8, ADCY9, ADCY1, ADCY2, ADCY3, ADCY10, ADCY4
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE_1	ADRA2A, ADRA2C, ADRB1, ADRB2, ADCY5, ADRA1D, ADCY7, ADCY8, ADCY1, ADCY2, ADCY3
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE_2	ADCY6, ADCY9, ADCY10, ADCY4
WP_PHOSPHOINOSITIDES_METABOLISM	MTMR1, MTMR3, MTMR2, MTMR6, SBF2, PLCH1, PLCG1, SACM1L, PLCG2, SBF1, INPP5D, PIP4P2, PIK3R4, MTMR4, MTMR11, MTM1, MTMR7, PIP4K2A, MTMR8, MTMR9, PIP4K2B, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIP5K1A, PIP5K1B, MTMR10, PIP4K2C, PIK3CG, PLCB2, PLCH2, PLCB3, PLCB4, PLCD1, PLCD3, PLCB1, PIK3CA, PIK3CB, PIKFYVE, PIK3CD, PTEN, PLCD4, PIP4P1, PLCE1, MTMR12, PLCZ1, PIP5K1C, OCRL
WP_PHOSPHOINOSITIDES_METABOLISM_1	MTMR1, MTMR3, MTMR2, MTMR6, SBF2, PLCH1, PLCG2, SBF1, PIP4P2, PIK3R4, MTMR4, MTM1, MTMR7, PIP4K2A, MTMR8, MTMR9, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIP5K1B, MTMR10, PIP4K2C, PLCB2, PLCH2, PLCB4, PLCD1, PLCD3, PLCB1, PIK3CB, PIK3CD, PIP4P1, MTMR12, PLCZ1, PIP5K1C, OCRL
WP_PHOSPHOINOSITIDES_METABOLISM_2	PLCG1, SACM1L, INPP5D, MTMR11, PIP4K2B, PIP5K1A, PIK3CG, PLCB3, PIK3CA, PIKFYVE, PTEN, PLCD4, PLCE1
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS	NAGS, CPS1, MDH1, MDH2, FH, ARG1, GLUD1, GLS2, GPT, ASS1, ASL, ALDH4A1, SLC25A13, SLC25A12, PYCR1, NOS1, OAT, GOT2, SLC25A15, NOS2, OTC, GOT1, NOS3, LDHB
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS_1	CPS1, MDH1, FH, GLUD1, GLS2, GPT, ASS1, ALDH4A1, SLC25A13, SLC25A12, NOS1, OAT, GOT2, OTC, GOT1, NOS3, LDHB
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS_2	NAGS, MDH2, ARG1, ASL, PYCR1, SLC25A15, NOS2
WP_CAMKK2_PATHWAY	WFS1, TSC1, NFATC2, ARHGEF7, CREB1, EP300, ICAM1, HMOX1, MIR1281, MAF, RPTOR, FIS1, HDAC4, NOS1, CAMK4, DNM1L, RAC1, SMC1A, MAPK1, NFE2L2, MAPK3, RELA, STIM1, MIR4687, RAF1, VCAM1, CHRM3, GIT1, SIRT1, CAMKK2, MAP1LC3A, MTOR, CALM1, CAMK1, SQSTM1, CALM2
WP_CAMKK2_PATHWAY_1	WFS1, TSC1, ARHGEF7, MAF, RPTOR, FIS1, HDAC4, NOS1, CAMK4, DNM1L, MAPK1, MAPK3, STIM1, GIT1, SIRT1, CAMKK2, MAP1LC3A, CALM1, CAMK1, SQSTM1, CALM2
WP_CAMKK2_PATHWAY_2	NFATC2, CREB1, EP300, ICAM1, HMOX1, MIR1281, RAC1, SMC1A, NFE2L2, RELA, MIR4687, RAF1, VCAM1, CHRM3, MTOR
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX	PLA2G6, ACOX3, PRXL2B, PLA2G4A, PTGIS, PLA2G5, AKR1B1, PTGIR, CYP4A11, ACOX1, ACAA1, CYP4F2, ACOX2, PTGFR, CYP4F12, PTGES, PTGR1, PTGDS, PTGDR2, PTGR2, TBXAS1, PTGDR, PLA2G4B, EHHADH, HPGD, PPARD, PTGS1, PTGS2, CYP4A22, TBXA2R
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX_1	PLA2G6, PLA2G5, AKR1B1, CYP4A11, ACAA1, CYP4F2, PTGFR, CYP4F12, PTGDS, PTGDR2, PTGR2, TBXAS1, PTGDR, PLA2G4B, EHHADH, CYP4A22
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX_2	ACOX3, PRXL2B, PLA2G4A, PTGIS, PTGIR, ACOX1, ACOX2, PTGES, PTGR1, HPGD, PPARD, PTGS1, PTGS2, TBXA2R
WP_OSTEOBLAST_DIFFERENTIATION	MIR4683, HES3, RBPJ, PIK3R6, WNT4, NOTCH1, NOTCH2, NOTCH3, NOTCH4, FGF18, PIK3C2A, PIK3C2B, STAT1, PIK3C2G, PIK3C3, BMP2, WNT16, BMP4, HES6, BMPR1A, FZD3, FZD5, BMPR1B, BMPR2, FZD1, WNT3, PIK3CG, FZD4, WNT2, PIK3R1, SMAD1, WNT6, PIK3R2, WNT5A, FZD8, WNT7B, MAPK12, SMAD4, SOX9, FZD9, WNT7A, FZD6, WNT8B, FZD7, WNT8A, PIK3CA, PIK3CB, WNT1, PIK3CD, IHH, MAPK11, MAPK9, FZD10, MAPK10, MAPK13, GLI3, GLI2, PTCH1, PRKCD, WNT9B, WNT9A, PRKCE, PRKCG, PRKCH, PRKCI, PRKD1, SMAD5, WNT10B, SMAD9, WNT2B, WNT11, CTNNB1, WNT10A, PRKCA, PRKCB, JAG2, PRKDC, MAPK1, MAPK3, PIK3R4, MAPK4, MAPK6, MAPK7, PIK3R5, PRKCZ, DLL4, HEY2, PRKCQ, MYOD1, PPARG, DLL1, FGF9, FGF8, FGF7, FGF6, FGF5, SMO, FGF4, FGF3, FGF2, FGF1, MAPK14, HEY1, MAPK8, PIK3R3, LRP6, LRP5, WNT3A, FGFR4, FGFR2, JAG1, FGFR3, FGFR1, RUNX2, FZD2, WNT5B, FGF10, HES2, DLL3
WP_OSTEOBLAST_DIFFERENTIATION_1	RBPJ, WNT4, PIK3C2A, PIK3C2B, STAT1, PIK3C2G, PIK3C3, WNT16, HES6, BMPR1B, WNT3, WNT2, PIK3R1, WNT7B, FZD9, WNT7A, WNT8A, PIK3CB, WNT1, PIK3CD, IHH, MAPK11, MAPK9, MAPK10, PTCH1, PRKCD, WNT9A, PRKCE, PRKCG, WNT10B, WNT2B, WNT11, WNT10A, PRKCA, PRKCB, MAPK1, MAPK3, PIK3R4, MAPK4, PIK3R5, PRKCZ, HEY2, PRKCQ, PPARG, FGF9, FGF8, FGF7, FGF5, FGF2, FGF1, MAPK8, WNT3A, FGFR2, FGFR3, FZD2, WNT5B, FGF10, HES2, DLL3
WP_OSTEOBLAST_DIFFERENTIATION_2	MIR4683, HES3, PIK3R6, NOTCH1, NOTCH2, NOTCH3, NOTCH4, FGF18, BMP2, BMP4, BMPR1A, FZD3, FZD5, BMPR2, FZD1, PIK3CG, FZD4, SMAD1, WNT6, PIK3R2, WNT5A, FZD8, MAPK12, SMAD4, SOX9, FZD6, WNT8B, FZD7, PIK3CA, FZD10, MAPK13, GLI3, GLI2, WNT9B, PRKCH, PRKCI, PRKD1, SMAD5, SMAD9, CTNNB1, JAG2, PRKDC, MAPK6, MAPK7, DLL4, MYOD1, DLL1, FGF6, SMO, FGF4, FGF3, MAPK14, HEY1, PIK3R3, LRP6, LRP5, FGFR4, JAG1, FGFR1, RUNX2
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	CH25H, SOAT2, MVD, FASN, CYP46A1, FDPS, HMGCS2, CYP51A1, HMGCS1, FDFT1, SREBF2, DHCR24, SOAT1, DHCR7, ELOVL2, LBR, MSMO1, SC5D, PMVK, ABCG1, ACSL1, NSDHL, NR1H2, GGPS1, NR1H3, FADS2, SREBF1, LSS, ELOVL4, FADS1, ABCA1, HMGCR, CYP27A1, ACSL4, ACSL3, ACOT2, MYLIP, MIR1908, IDI1, ELOVL3, EBP, HSD17B7, MVK, SQLE, TM7SF2, ELOVL5, SCD
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS_1	CH25H, SOAT2, CYP46A1, FDFT1, SREBF2, DHCR24, SC5D, PMVK, ABCG1, ACSL1, NSDHL, NR1H2, NR1H3, FADS2, SREBF1, ELOVL4, FADS1, ABCA1, CYP27A1, ACSL4, ACOT2, MYLIP, IDI1, ELOVL3, MVK, TM7SF2, SCD
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS_2	MVD, FASN, FDPS, HMGCS2, CYP51A1, HMGCS1, SOAT1, DHCR7, ELOVL2, LBR, MSMO1, GGPS1, LSS, HMGCR, ACSL3, MIR1908, EBP, HSD17B7, SQLE, ELOVL5
WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION	STAT3, CREB1, ROCK1, SLC12A5, NGFR, JAK2, GABRP, GABRG3, MIR452, GABRG2, GABRG1, GABRE, GABRD, PLCG1, PIK3R3, PIK3CG, PIK3R1, PIK3R2, MIR224, SHC1, GABRB3, GABRB2, GABRB1, AP2A1, PIK3CA, AP2A2, PIK3CB, CREM, AP2B1, PTEN, GABRA6, NTRK2, GABRA5, RHOA, GABRA4, GABRA3, GABRA2, GABRA1, GABRQ, BDNF
