id	genes
GOMF_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY_1	SLC5A12, SLC5A8, SLC13A5, SLC10A5, SLC6A20, SLC6A15, SLC13A3, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC6A1, SLC6A6, SLC6A7, SLC6A9, SLC6A11, SLC6A12, SLC38A1, SLC13A2, SLC6A5, SLC23A2, SLC23A1
GOMF_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY_2	SLC10A4, SLC10A6, SLC38A2, SLC6A13, SLC10A1, SLC10A2, SLC10A3
GOMF_OXYGEN_CARRIER_ACTIVITY	CYGB, IPCEF1, HBA1, HBA2, HBM, HBB, HBD, HBE1, HBG1, HBG2, HBQ1, HBZ, MB, NGB
GOMF_OXYGEN_CARRIER_ACTIVITY_1	CYGB, IPCEF1, HBA1, HBA2, HBM, HBB, HBD, HBE1, HBG1, HBG2, HBQ1, MB, NGB
GOMF_OXYGEN_CARRIER_ACTIVITY_2	HBZ
GOMF_PURINE_RIBONUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC25A17, SLC25A25, ABCD1, SLC25A41, SLC25A42, SLC25A4, SLC25A5, SLC25A6, SLC25A24, SLC35B2, SLC35B3, SLC17A9, SLC19A1, SLC25A23, SLC25A31, SLC33A1
GOMF_PURINE_RIBONUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	ABCD1, SLC25A41, SLC25A42, SLC25A4, SLC25A23, SLC25A31
GOMF_PURINE_RIBONUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC25A17, SLC25A25, SLC25A5, SLC25A6, SLC25A24, SLC35B2, SLC35B3, SLC17A9, SLC19A1, SLC33A1
GOMF_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC25A17, SLC25A25, SLC25A41, SLC25A42, SLC25A4, SLC25A5, SLC25A6, SLC25A24, SLC17A9, SLC25A23, SLC25A31
GOMF_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	SLC25A41, SLC25A42, SLC25A4, SLC25A23, SLC25A31
GOMF_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC25A17, SLC25A25, SLC25A5, SLC25A6, SLC25A24, SLC17A9
GOMF_CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY	SLC17A5, SLC45A1, SLC45A2, SLC2A9, SLC45A4, SLC2A10, SLC45A3
GOMF_CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY_1	SLC17A5, SLC45A1, SLC45A2, SLC2A9, SLC45A4, SLC45A3
GOMF_CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY_2	SLC2A10
GOMF_WATER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	AQP11, AQP8, AQP1, AQP2, AQP3, AQP4, AQP5, AQP6, AQP7, AQP9, MIP, SLC5A1, SLC14A1, AQP10
GOMF_WATER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	AQP11, AQP8, AQP1, AQP3, AQP4, AQP5, AQP6, AQP7, SLC5A1, SLC14A1, AQP10
GOMF_WATER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	AQP2, AQP9, MIP
GOMF_COPPER_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC31A1, SLC31A2, SLC11A2, ATP7A, ATP7B
GOMF_COPPER_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	SLC31A2, SLC11A2, ATP7B
GOMF_COPPER_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC31A1, ATP7A
GOMF_IRON_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC39A14, SLC40A1, SLC11A2, SLC25A37, MCOLN1, TTYH1, SLC39A8, SLC11A1, SLC25A28, MMGT1
GOMF_IRON_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	SLC40A1, SLC11A2, MCOLN1, TTYH1, SLC25A28
GOMF_IRON_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC39A14, SLC25A37, SLC39A8, SLC11A1, MMGT1
GOMF_MANGANESE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC39A14, ATP2C1, SLC11A2, SLC30A10, TMEM165, ATP13A1, SLC39A8, SLC11A1, ATP2C2
GOMF_MANGANESE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	ATP2C1, SLC11A2, TMEM165, ATP2C2
GOMF_MANGANESE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC39A14, SLC30A10, ATP13A1, SLC39A8, SLC11A1
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC30A8, SLC39A11, SLC39A12, SLC39A14, SLC39A6, SLC39A1, SLC39A5, SLC39A3, SLC39A2, SLC30A10, SLC39A4, SLC30A6, SLC39A10, SLC39A8, SLC30A5, SLC30A1, SLC30A2, SLC30A3, SLC30A4, SLC39A7, SLC39A13
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	SLC30A8, SLC39A11, SLC39A12, SLC39A2, SLC39A10, SLC30A2, SLC30A3, SLC30A4
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC39A14, SLC39A6, SLC39A1, SLC39A5, SLC39A3, SLC30A10, SLC39A4, SLC30A6, SLC39A8, SLC30A5, SLC30A1, SLC39A7, SLC39A13
GOMF_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	ATP2C1, ATP2A1, ATP2A2, ATP2A3, ATP2B1, ATP2B2, ATP2B3, ATP2B4, ATP2C2
GOMF_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM_1	ATP2C1, ATP2A3, ATP2B1, ATP2B2, ATP2B3, ATP2B4, ATP2C2
GOMF_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM_2	ATP2A1, ATP2A2
GOMF_P_TYPE_SODIUM_POTASSIUM_EXCHANGING_ATPASE_ACTIVITY	ATP1A1, ATP1A2, ATP1A3, ATP12A, ATP1A4, ATP4A
GOMF_P_TYPE_SODIUM_POTASSIUM_EXCHANGING_ATPASE_ACTIVITY_1	ATP1A2, ATP1A3, ATP12A, ATP1A4, ATP4A
GOMF_P_TYPE_SODIUM_POTASSIUM_EXCHANGING_ATPASE_ACTIVITY_2	ATP1A1
GOMF_CARBOHYDRATE_CATION_SYMPORTER_ACTIVITY	SLC5A11, SLC5A10, SLC5A9, SLC17A5, SLC45A1, SLC45A2, SLC2A9, SLC45A4, SLC5A1, SLC5A2, SLC5A3, SLC5A4, SLC2A10, SLC45A3, SLC23A2, SLC23A1
GOMF_CARBOHYDRATE_CATION_SYMPORTER_ACTIVITY_1	SLC5A11, SLC5A9, SLC17A5, SLC45A1, SLC45A2, SLC2A9, SLC45A4, SLC5A1, SLC5A2, SLC45A3, SLC23A2, SLC23A1
GOMF_CARBOHYDRATE_CATION_SYMPORTER_ACTIVITY_2	SLC5A10, SLC5A3, SLC5A4, SLC2A10
GOMF_GLUCOSE_SODIUM_SYMPORTER_ACTIVITY	SLC5A11, SLC5A10, SLC5A9, SLC5A1, SLC5A2, SLC5A3, SLC5A4
GOMF_GLUCOSE_SODIUM_SYMPORTER_ACTIVITY_1	SLC5A11, SLC5A9, SLC5A1, SLC5A2
GOMF_GLUCOSE_SODIUM_SYMPORTER_ACTIVITY_2	SLC5A10, SLC5A3, SLC5A4
GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY	SLC32A1, SLC36A2, SLC36A1, SLC36A3, SLC38A2, SLC6A20, SLC6A15, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC6A1, SLC6A7, SLC6A9, SLC6A11, SLC6A12, SLC6A13, SLC38A1, SLC6A5
GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY_1	SLC32A1, SLC36A2, SLC36A3, SLC6A20, SLC6A15, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC6A1, SLC6A7, SLC6A9, SLC6A11, SLC6A12, SLC38A1, SLC6A5
GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY_2	SLC36A1, SLC38A2, SLC6A13
GOMF_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY	SLC17A4, SLC17A2, SLC34A2, SLC17A3, SLC34A3, SLC17A7, SLC17A1, SLC34A1, SLC20A1, SLC20A2, MFSD2A
GOMF_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY_1	SLC17A7, SLC20A2
GOMF_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY_2	SLC17A4, SLC17A2, SLC34A2, SLC17A3, SLC34A3, SLC17A1, SLC34A1, SLC20A1, MFSD2A
GOMF_INORGANIC_ANION_EXCHANGER_ACTIVITY	SLC22A11, SLC4A10, SLC4A5, SLC4A3, SLC4A1, SLC4A2, SLC4A9, SLC4A11, SLC4A4, SLC22A6, SLC22A8, SLC4A7, SLC4A8
GOMF_INORGANIC_ANION_EXCHANGER_ACTIVITY_1	SLC22A11, SLC4A10, SLC4A5, SLC4A1, SLC4A9, SLC4A11, SLC4A4, SLC22A6, SLC22A8, SLC4A8
GOMF_INORGANIC_ANION_EXCHANGER_ACTIVITY_2	SLC4A3, SLC4A2, SLC4A7
GOMF_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC35D2, SLC35D1, SLC35A3, SLC35D3, SLC35B4
GOMF_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	SLC35D2, SLC35D3
GOMF_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC35D1, SLC35A3, SLC35B4
GOMF_SNAP_RECEPTOR_ACTIVITY	STX6, BET1, VTI1B, YKT6, STX1B, SNAP47, VTI1A, TSNARE1, STX2, STX12, STX19, BET1L, STX18, STX17, USE1, SNAP25, BNIP1, STX1A, STX3, STX4, STX5, VAMP1, VAMP2, VAMP7, STX7, VAMP8, STX16, STX11, STX10, SNAP23, VAMP3, SNAP29, STX8, GOSR1, SEC22B, GOSR2
GOMF_SNAP_RECEPTOR_ACTIVITY_1	VTI1B, STX1B, SNAP47, VTI1A, TSNARE1, STX12, STX19, USE1, SNAP25, STX1A, STX3, STX4, VAMP1, VAMP2, STX7, VAMP8, STX11, VAMP3, SNAP29, STX8
GOMF_SNAP_RECEPTOR_ACTIVITY_2	STX6, BET1, YKT6, STX2, BET1L, STX18, STX17, BNIP1, STX5, VAMP7, STX16, STX10, SNAP23, GOSR1, SEC22B, GOSR2
GOMF_STEROID_BINDING	NR1H3, IRX5, PGRMC2, NPC2, ERLIN1, CETP, PGRMC1, STARD3, ERLIN2, OSBPL1A, OSBPL5, OSBPL6, OSBPL7, OSBPL8, OSBPL9, OSBPL10, OSBPL11, APOA5, CYP2R1, STARD4, SCP2D1, PROM2, CYP3A4, CYP21A2, PAQR7, GPR183, ABCA1, ESR1, ESR2, ESRRA, ESRRB, ESRRG, TSPO2, SCAP, OSBP2, OSBPL3, GC, GPER1, NR3C1, ANXA6, APOF, HSD11B1, HSD11B2, HSD17B1, APOA1, APOA2, APOA4, PAQR9, APOC3, APOD, INSIG1, AR, NR3C2, ATP1A1, ATP1A2, ATP1A3, NPC1, OSBP, INSIG2, PGR, PMP2, UGT1A8, UGT1A1, GRAMD1C, SIDT1, PAQR5, PTCH1, GRAMD1B, GRAMD1A, RORA, RORC, SCP2, SHBG, PDIA2, SOAT1, AKR1D1, STAR, SULT1E1, SULT2B1, SYP, TSPO, VDAC1, VDAC2, VDR, CALB1, S100G, PAQR6, STARD5, STARD3NL, SOAT2, PAQR8, CAV1, SERPINA6, PROM1, KL, SCARB2, ABCG1, CD81, OSBPL2, NR1H4
GOMF_STEROID_BINDING_1	NR1H3, PGRMC2, NPC2, PGRMC1, ERLIN2, OSBPL1A, OSBPL11, PROM2, CYP3A4, PAQR7, ABCA1, ESR1, ESRRA, ESRRB, ESRRG, SCAP, OSBP2, NR3C1, ANXA6, HSD11B1, APOA1, APOA4, PAQR9, APOD, NR3C2, ATP1A2, ATP1A3, NPC1, INSIG2, PGR, PMP2, UGT1A8, GRAMD1C, SIDT1, PAQR5, PTCH1, GRAMD1B, RORA, RORC, SHBG, PDIA2, AKR1D1, STAR, SULT2B1, SYP, TSPO, VDAC2, CALB1, PAQR6, STARD5, SOAT2, PAQR8, PROM1, SCARB2, ABCG1, CD81, OSBPL2, NR1H4
GOMF_STEROID_BINDING_2	IRX5, ERLIN1, CETP, STARD3, OSBPL5, OSBPL6, OSBPL7, OSBPL8, OSBPL9, OSBPL10, APOA5, CYP2R1, STARD4, SCP2D1, CYP21A2, GPR183, ESR2, TSPO2, OSBPL3, GC, GPER1, APOF, HSD11B2, HSD17B1, APOA2, APOC3, INSIG1, AR, ATP1A1, OSBP, UGT1A1, GRAMD1A, SCP2, SOAT1, SULT1E1, VDAC1, VDR, S100G, STARD3NL, CAV1, SERPINA6, KL
GOMF_VITAMIN_D_BINDING	IRX5, CYP2R1, GC, VDR, CALB1, S100G, KL
GOMF_VITAMIN_D_BINDING_1	CALB1
GOMF_VITAMIN_D_BINDING_2	IRX5, CYP2R1, GC, VDR, S100G, KL
GOMF_11_CIS_RETINAL_BINDING	OPN5, OPN3, CYP27C1, RHO, RLBP1, OPN4
GOMF_11_CIS_RETINAL_BINDING_1	OPN5, OPN3, CYP27C1, RHO, RLBP1, OPN4
GOMF_11_CIS_RETINAL_BINDING_2	
GOMF_FATTY_ACID_BINDING	ADH5, DBT, OXER1, AFM, AFP, ALB, FABP4, FABP1, FABP2, FABP3, FABP5, ALOX5AP, GPR31, GSTA1, GSTM2, GSTP1, HNF4A, FFAR4, APOC1, NDUFAB1, NME2, ACOX1, PMP2, UGT1A8, PPARD, PPARG, ACOXL, PTGDS, CYP4F11, S100A8, S100A9, SCP2, STX3, UCP1, PRR7, ACOX2, ACOX3
GOMF_FATTY_ACID_BINDING_1	ADH5, DBT, AFM, AFP, ALB, FABP4, FABP1, FABP3, GSTA1, GSTP1, HNF4A, FFAR4, APOC1, NDUFAB1, PMP2, UGT1A8, PPARG, ACOXL, PTGDS, CYP4F11, STX3
GOMF_FATTY_ACID_BINDING_2	OXER1, FABP2, FABP5, ALOX5AP, GPR31, GSTM2, NME2, ACOX1, PPARD, S100A8, S100A9, SCP2, UCP1, PRR7, ACOX2, ACOX3
GOMF_IRON_ION_BINDING	CDO1, P3H3, FAXDC2, CYP46A1, EGLN2, EGLN3, CYP4F8, CYP2U1, CYGB, CYP2R1, DNAJC24, TPH2, ALKBH2, ISCA2, CYP4F22, TYW5, CYP1A1, CYP1A2, CYP1B1, CYP2A6, CYP2A7, CYP3A7, CYP2A13, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2C18, CYP2D7, CYP2D6, CYP2E1, CYP2F1, CYP2J2, CYP3A4, CYP3A5, CYP4A11, CYP4B1, CYP7A1, CYP8B1, CYP11A1, CYP11B1, CYP11B2, CYP17A1, CYP19A1, CYP21A2, CYP24A1, CYP26A1, CYP27A1, CYP27B1, CYP51A1, CYP4Z2P, CYP4Z1, ALKBH3, FDX1, FECH, CYP2G1P, PHF8, JMJD6, ETHE1, ISCU, HAAO, ALOX12, FXN, ALOX5, ALOX12B, ALOX15, ALOX15B, FTH1, FTL, CYP4X1, FBXL5, NFU1, P4HA3, CYP4A22, CYP4V2, CYP2S1, HBA1, HBA2, HBQ1, HBZ, AOX1, CYP27C1, CYP26C1, FTH1P19, AGMO, LCN2, CYP4F3, LTF, MELTF, ACO2, P4HA1, PAH, CYP39A1, PHF2, PHYH, PLOD1, PLOD2, FTHL17, ACP5, EGLN1, P4HTM, PPEF2, PPEF1, TET2, CYP2W1, P3H2, TMLHE, OGFOD1, ADI1, MIOX, HIF1AN, KDM3A, CYP26B1, PTGIS, CYP20A1, CYP4F11, ALOXE3, ABCE1, MSMO1, SC5D, SCD, P3H1, CYP3A43, CYP4F12, SNCA, TBXAS1, TF, TH, TPH1, XDH, FTO, FA2H, OGFOD2, RIOX1, OGFOD3, SCD5, TET1, KDM7A, CALR, DOHH, BBOX1, CYP4F2, ALKBH1, P4HA2, PLOD3, CH25H, ALKBH8, FTMT, CYP7B1, HEPH
GOMF_IRON_ION_BINDING_1	CDO1, FAXDC2, CYP46A1, EGLN3, CYP2U1, CYGB, TPH2, ISCA2, CYP1A1, CYP1B1, CYP2A7, CYP2C8, CYP2C9, CYP2C18, CYP2D6, CYP2E1, CYP2F1, CYP2J2, CYP3A4, CYP3A5, CYP4A11, CYP4B1, CYP7A1, CYP8B1, CYP11A1, CYP17A1, CYP26A1, CYP27A1, CYP4Z2P, CYP4Z1, FECH, CYP2G1P, ISCU, HAAO, FXN, ALOX12B, ALOX15, ALOX15B, FTH1, FTL, CYP4X1, NFU1, CYP4A22, CYP4V2, HBA1, HBA2, HBQ1, AOX1, CYP27C1, CYP26C1, CYP4F3, LTF, MELTF, ACO2, PAH, CYP39A1, PHYH, ACP5, EGLN1, P4HTM, PPEF1, P3H2, ADI1, HIF1AN, CYP26B1, CYP4F11, ALOXE3, SC5D, SCD, CYP4F12, SNCA, TBXAS1, TF, TH, TPH1, XDH, FTO, FA2H, RIOX1, SCD5, DOHH, BBOX1, CYP4F2, CH25H, CYP7B1, HEPH
GOMF_IRON_ION_BINDING_2	P3H3, EGLN2, CYP4F8, CYP2R1, DNAJC24, ALKBH2, CYP4F22, TYW5, CYP1A2, CYP2A6, CYP3A7, CYP2A13, CYP2B6, CYP2C19, CYP2D7, CYP11B1, CYP11B2, CYP19A1, CYP21A2, CYP24A1, CYP27B1, CYP51A1, ALKBH3, FDX1, PHF8, JMJD6, ETHE1, ALOX12, ALOX5, FBXL5, P4HA3, CYP2S1, HBZ, FTH1P19, AGMO, LCN2, P4HA1, PHF2, PLOD1, PLOD2, FTHL17, PPEF2, TET2, CYP2W1, TMLHE, OGFOD1, MIOX, KDM3A, PTGIS, CYP20A1, ABCE1, MSMO1, P3H1, CYP3A43, OGFOD2, OGFOD3, TET1, KDM7A, CALR, ALKBH1, P4HA2, PLOD3, ALKBH8, FTMT
GOMF_COPPER_ION_BINDING	MOXD2P, COX17, MTCO2P12, PARK7, COX11, CP, LACC1, COMMD1, DBH, DCT, ALB, F5, F8, OR5AR1, ATP13A2, PRND, AOC1, MOXD1, GPC1, ANG, SUMF1, AOC2, SNAI3, APOA4, HEPHL1, IL1A, COA6, LOX, LOXL1, LOXL2, MT3, MT-CO2, ATOX1, ACR, P2RX4, PAM, CUTC, CUTA, ATP7A, ATP7B, PRNP, HAMP, S100A5, S100A12, S100A13, SCO1, SNCB, SNCA, SNCG, SOD1, SOD3, TP53, TYR, LOXL4, LOXL3, AOC3, RNF7, HEPH, CCS, SCO2
GOMF_COPPER_ION_BINDING_1	COX17, PARK7, COX11, CP, LACC1, COMMD1, DBH, DCT, ALB, F5, F8, ATP13A2, AOC1, SUMF1, SNAI3, APOA4, COA6, MT3, MT-CO2, ATOX1, CUTC, CUTA, ATP7B, PRNP, S100A13, SNCB, SNCA, SNCG, SOD1, SOD3, LOXL4, AOC3, HEPH, CCS
GOMF_COPPER_ION_BINDING_2	MOXD2P, MTCO2P12, OR5AR1, PRND, MOXD1, GPC1, ANG, AOC2, HEPHL1, IL1A, LOX, LOXL1, LOXL2, ACR, P2RX4, PAM, ATP7A, HAMP, S100A5, S100A12, SCO1, TP53, TYR, LOXL3, RNF7, SCO2
