sampleID	chrom	arm	start.pos	end.pos	n.probes	mean
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	16950687	16976620	224	-0.061058
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	16976679	17007977	46	-0.059454
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17008051	17030188	142	-0.05507
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17030325	17049954	196	0.05359
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17050102	17053887	64	0.188751
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17053983	17059875	68	0.188751
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17080223	17099597	82	0.271063
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17100121	17109710	22	0.208865
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17190867	17199978	53	-0.28389
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17200111	17219934	62	-0.067556
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17220036	17229030	121	0.13927
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17229455	17232877	93	0.028115
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17232908	17233349	38	0.028115
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17233371	17234991	84	0.028115
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17235034	17235088	8	0.028115
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17235123	17239973	41	0.028115
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17240398	17328301	161	-0.097061
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17330453	17378635	69	0.01117
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17382500	17629912	299	-0.173407
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17630115	17819121	326	-0.287589
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17820221	17846922	21	-0.128624
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17882789	17955297	13	-0.009894
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	17983764	19189986	1197	-0.352515
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	19190518	19355645	99	-0.095694
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	19360293	19369933	14	-0.273063
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	19371107	19769759	322	-0.026379
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	19770161	19779781	27	0.274444
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	19781155	20829560	889	-0.120021
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	20830127	20838219	13	0.195626
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	20840790	21577203	411	-0.069551
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	21580152	21687154	120	0.122061
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	21725505	22139854	347	-0.133004
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	22140728	22179859	45	-0.269267
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	22180254	22471231	86	-0.01182
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	22482046	22738819	324	-0.34113
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	22741118	22844951	74	-0.087846
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	22846452	23005952	168	-0.24733
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	23011971	23527005	423	-0.121361
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	23530496	23582527	44	-0.264521
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	23603782	23878959	119	-0.019575
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	23880703	23896146	10	0.218085
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	23909498	24469814	237	-0.086043
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	24470902	24509435	60	-0.253031
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	24511583	24959938	385	-0.14746
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	24961328	25027857	42	0.066085
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	25048045	25148686	31	0.184551
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	25171088	25179429	9	-0.128558
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	25180321	25469913	283	-0.294753
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	25470146	26599489	364	-0.085711
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	26600304	26609307	7	0.207173
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	26610030	26658391	92	-0.150559
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	26660096	26709770	96	-0.265301
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	26710417	28260180	357	-0.050739
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	28262409	29015415	110	0.010785
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	29110453	29194901	89	-0.243124
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	29209107	29339099	82	-0.190673
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	29340368	29419249	49	-0.23111
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	29424999	29569645	125	-0.097492
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	29570419	29859764	215	-0.330414
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	29860090	30129784	84	-0.407417
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30134961	30209177	104	-0.368297
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30210071	30237640	47	-0.463946
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30238075	30267214	42	-0.315104
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30271463	30279301	12	-0.647752
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30280288	30299882	33	-0.344577
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30300307	30347098	53	-0.440185
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30350296	30469810	181	-0.349205
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30470271	30639318	169	-0.418062
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30645412	30718644	145	-0.376625
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30720058	30729996	24	-0.480733
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30730821	30789207	67	-0.337128
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30791868	30819350	57	-0.458714
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30820141	30909681	202	-0.344335
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30920116	30940057	47	-0.496319
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	30940702	31188901	425	-0.324948
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	31190501	31909448	536	-0.081377
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	31910089	31934343	82	-0.27214
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	31940417	31946276	17	-0.030952
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	31961325	31989372	83	-0.244747
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	31990783	34289309	569	-0.109489
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	34290120	34299693	80	-0.256721
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	34301429	34634844	414	-0.141558
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	34640262	34759888	53	-0.312252
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	34760576	34779329	33	-0.120808
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	34780523	34849979	40	-0.310268
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	34850939	34859869	13	-0.034528
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	34860164	35253011	408	-0.305919
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	35253844	35369495	140	-0.122223
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	35371290	35380064	13	-0.478492
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	35443438	36113465	250	-0.031699
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	36118974	36174165	45	-0.243068
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	36215994	36938664	89	0.090668
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	36942233	37419857	219	-0.268981
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	37420132	37427139	20	-0.045653
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	37437776	37919466	528	-0.260296
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	37921066	38067552	139	-0.001067
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	38071195	38149847	68	-0.189665
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	38150865	38159421	25	0.091013
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	38160674	38245624	73	-0.25625
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	38327359	38486054	12	0.071952
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	38498570	38609714	116	-0.19845
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	38611991	39293461	413	-0.281144
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	39302223	40049511	240	0.051256
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	40050503	41439862	809	-0.068159
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	41441267	41449859	9	0.212735
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	41451206	43267970	1637	-0.105678
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	43270928	43298067	30	0.001017
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	43320399	43379890	30	-0.295982
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	43380262	43438399	94	0.042207
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	43460561	43499696	38	-0.252459
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	43501454	43548721	64	-0.109176
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	43550165	43597190	72	-0.243423
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	43598129	44008661	373	-0.072495
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	44012923	44029353	21	0.16473
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	44031493	44109816	147	-0.050747
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	44110216	44359205	245	0.031578
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	44361533	44785686	293	-0.038966
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	44793667	44819375	20	0.137462
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	44821521	45078152	204	-0.088355
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	45125356	45289409	116	0.106777
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	45290092	45947420	314	-0.04079
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	45950952	46219803	343	0.09756
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	46220816	46258159	55	-0.096866
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	46261584	46784547	441	0.039389
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	46832399	47862742	586	-0.077141
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	47867150	48258952	263	-0.257718
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	48260116	54259909	1210	-0.107185
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	54263332	54425204	137	0.026717
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	54431294	55089880	463	-0.10244
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	55100265	55119515	29	-0.303563
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	55120469	55268574	96	-0.147113
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	55271495	55279853	14	-0.321307
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	55281847	56039347	650	-0.077364
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	56040926	56079270	66	0.092097
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	56080844	56929580	802	-0.014023
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	56930365	57057316	109	0.16313
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	57065575	57429248	458	-0.0532
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	57430805	57449975	76	-0.289333
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	57450112	57837349	428	-0.170609
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	57838685	57859854	61	-0.249193
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	57860215	58399896	649	-0.115155
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	58401950	58419792	58	-0.270958
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	58420661	58965181	296	-0.114338
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	58971502	59092750	58	0.072162
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	59095523	59096853	32	-0.072742
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	59100381	61512307	1771	0.088492
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	61579268	61918620	153	0.214112
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	61930618	62109420	115	-0.037688
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	62111010	62119809	17	0.188261
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	62120303	62169589	71	-0.102195
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	62171015	62627241	291	0.044668
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	62630362	63561445	502	-0.071942
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	63575287	63599390	16	0.206247
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	63601515	63827026	155	-0.030288
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	63830118	63978036	157	0.078164
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	63980608	64058130	95	0.202394
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	64060869	64839916	753	0.061665
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	64840272	65608101	375	0.015076
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	65636072	65897747	115	0.124205
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	65900690	66419905	293	-0.028299
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	66421031	67510857	1062	0.163162
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	67512695	68079175	610	-0.037528
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	68080192	68139318	66	0.150411
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	68142134	68309442	163	0.233681
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	68311042	68979789	476	0.074288
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	68980738	71529401	1269	-0.042699
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	71536228	71558443	18	0.144005
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	71561084	73538351	1127	-0.064674
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	73540630	78064289	2745	-0.628476
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	78070458	78149941	51	-0.481674
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	78150634	78257104	54	-0.52496
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	78259721	78469660	44	-0.400271
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	78481511	79073542	407	-0.670867
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	79089097	79139402	19	-0.393566
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	79144291	84349607	3729	-0.605098
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	84352034	84910214	387	-0.408515
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	84913366	84939278	40	-0.636521
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	84940271	85049724	120	-0.413027
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	85050406	85729820	741	-0.609185
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	85730905	85749561	31	-0.253671
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	85750164	85979832	190	-0.552919
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	85980227	85989587	107	-0.282469
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	85990011	85999858	104	-0.16824
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	85999907	86009218	61	-0.254755
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	86010196	86828036	75	-0.551465
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	86830269	86859489	41	-0.369933
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	86860282	87137942	423	-0.616534
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	87160253	87581988	423	-0.41421
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	87584639	87609509	22	-0.590055
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	87610145	87616941	27	-0.400134
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	87625298	89135416	699	-0.540331
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	89335899	89969357	197	-0.047659
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	89971785	90199458	269	0.087698
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	90201239	90279627	100	-0.010703
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	90280296	90489966	70	0.164695
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	90492517	91367327	528	-0.128371
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	91370148	91494994	108	0.108075
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	91498939	91509150	14	-0.307561
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	91511604	92114938	433	-0.078701
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	92122312	92130000	11	-0.305621
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	92142965	93529350	350	-0.045235
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	93530500	94353053	455	0.067214
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	94462720	94679598	258	-0.578428
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	94686110	94759838	45	-0.443656
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	94760683	94893928	66	-0.630749
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	94903093	95009145	49	-0.442402
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	95021919	95039485	54	-0.575568
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	95040657	95059751	60	-0.414323
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	95061001	95155307	110	-0.588148
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	95169724	95528581	76	-0.424769
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	95547676	96778004	502	-0.676116
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	96780031	96787405	9	-0.325528
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	96790933	97173693	223	-0.580343
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	97187078	97249796	18	-0.388685
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	97258576	98289809	621	-0.598021
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	98290577	98309251	13	-0.332978
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	98310239	98348885	37	-0.510753
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	98351869	98383395	28	-0.347966
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	98390072	98489735	125	-0.547839
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	98490165	98499843	25	-0.420711
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	98501984	99469215	484	-0.613937
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	99470269	99479687	16	-0.358487
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	99482158	100088531	367	-0.080468
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	100091422	100279507	254	0.066969
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	100280032	101055460	456	0.024292
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	101069105	101089679	25	0.193072
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	101100179	101139914	90	-0.071759
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	101150532	101598149	428	0.056955
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	101602062	101609176	25	-0.08297
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	101610618	101619780	23	0.163038
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	101620239	101729311	84	0.030301
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	101731409	105219858	2765	-0.060613
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	105221500	105229982	12	0.193426
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	105232703	105719161	475	-0.044807
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	105720987	105729825	29	0.141005
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	105730119	105987205	313	-0.012357
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	105992080	106049813	148	0.086201
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	106050156	106059570	23	0.225816
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	106081125	108729759	2190	-0.041634
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	108730978	108731481	3	-0.546462
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	108755582	109221612	139	-0.08114
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	109241669	109748940	299	0.141281
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	109750671	109937931	165	0.210496
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	109940503	109969721	26	0.198346
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	109970153	110303931	161	-0.017312
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	110333901	110376524	51	0.045624
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	110412336	110552099	40	0.178835
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	110609206	111069333	239	-0.160703
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	111070304	111109701	91	-0.286498
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	111110038	111369934	278	-0.160843
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	111370010	111610319	16	-0.237592
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	111719054	111788779	87	0.045591
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	111790803	112875024	932	-0.071428
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	112889979	113268632	311	0.145383
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	113273414	113342908	91	-0.133396
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	113362065	113464307	38	-0.011508
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	113471400	113509091	15	0.269027
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	113519425	114275434	215	-0.045802
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	114282287	114508757	94	0.080639
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	114511369	114533733	42	-0.171664
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	114535194	114569820	32	-0.269094
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	114571667	114699954	117	-0.118863
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	114700478	114755549	104	-0.26985
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	114757562	115249843	319	-0.154173
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	115251820	115309512	45	0.13306
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	115327464	115509056	179	-0.097516
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	115513188	115571226	99	-0.271709
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	115571916	117029592	669	-0.115036
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	117030719	117259156	117	0.037737
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	117270386	117287101	17	-0.127099
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	117298893	117839665	185	0.067073
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	117840378	117899115	66	-0.072895
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	117900155	118068558	89	0.066432
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	118071982	118369833	386	-0.070875
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	118370059	118513484	52	0.125281
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	118518464	118818889	142	-0.050748
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	118830161	118849909	24	0.13187
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	118850501	119458501	529	-0.03238
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	119460797	119688490	208	0.124868
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	119690358	120542496	530	-0.160975
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	120542599	120569606	32	-0.199618
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	120570084	120628909	33	-0.515821
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	120630711	120637207	24	0.206774
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121110138	121119216	31	0.094427
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121140208	121359982	44	-0.10758
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121360300	121369218	53	-0.708474
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121473049	121479672	26	0.090609
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121480815	121482742	10	-0.609959
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121482773	121483810	13	-0.609959
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121483868	121483868	1	-0.609959
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	121483995	121485342	9	-0.609959
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	142560872	142578055	28	-0.359686
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	142627279	142669502	171	-0.493993
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	142670450	143144802	264	-0.403121
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143156621	143199903	69	-0.623609
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143273285	143418144	135	-0.394848
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143425344	143469644	26	-0.53349
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143470253	143489928	41	-0.231249
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143490601	143493170	9	-0.022518
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143501182	143505078	27	0.811192
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143510583	143519927	37	0.591786
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	143760698	144019394	156	0.030929
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	144520156	144539812	112	-0.152333
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	144590136	144600000	52	0.017017
GLSS-MD-0022-R1	1	GLSS-MD-0022-R1	144681687	144688457	16	-0.668827
