Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
GLSS-MD-0023-R1	2	139611678	139669396	90	-0.097837
GLSS-MD-0023-R1	2	139670025	140969738	944	0.033047
GLSS-MD-0023-R1	2	140970913	141789973	562	0.102817
GLSS-MD-0023-R1	2	141845469	142099985	184	0.035899
GLSS-MD-0023-R1	2	142100162	142149531	80	0.116862
GLSS-MD-0023-R1	2	142150620	142590054	162	0.047016
GLSS-MD-0023-R1	2	142591823	142856784	220	0.157162
GLSS-MD-0023-R1	2	142861315	142889154	27	0.366645
GLSS-MD-0023-R1	2	142902297	143779946	347	0.002081
GLSS-MD-0023-R1	2	143780332	143789876	24	0.196653
GLSS-MD-0023-R1	2	143790029	144259543	271	0.043075
GLSS-MD-0023-R1	2	144261657	144279702	32	-0.150277
GLSS-MD-0023-R1	2	144281503	145141541	244	0.007814
GLSS-MD-0023-R1	2	145162784	145221637	7	0.496262
GLSS-MD-0023-R1	2	145305277	145599194	156	0.075775
GLSS-MD-0023-R1	2	145601057	146667526	547	0.016988
GLSS-MD-0023-R1	2	146670641	146696866	12	0.224209
GLSS-MD-0023-R1	2	146701355	147027391	153	0.052424
GLSS-MD-0023-R1	2	147031003	147369819	74	0.127164
GLSS-MD-0023-R1	2	147371762	148579851	744	0.002793
GLSS-MD-0023-R1	2	148583831	148819000	92	0.115749
GLSS-MD-0023-R1	2	148820941	149009833	138	0.027991
GLSS-MD-0023-R1	2	149010512	149019608	17	-0.334153
GLSS-MD-0023-R1	2	149020177	149048182	30	0.199913
GLSS-MD-0023-R1	2	149050012	149909047	321	0.018223
GLSS-MD-0023-R1	2	149909919	150172843	229	-0.083558
GLSS-MD-0023-R1	2	150175551	151249628	559	-0.027091
GLSS-MD-0023-R1	2	151250023	151496524	75	0.164274
GLSS-MD-0023-R1	2	151500658	151649791	73	-0.000696
GLSS-MD-0023-R1	2	151650314	151659991	13	-0.228332
GLSS-MD-0023-R1	2	151660436	152130726	265	-0.026017
GLSS-MD-0023-R1	2	152132130	152148586	33	0.124897
GLSS-MD-0023-R1	2	152151812	152259232	121	0.048886
GLSS-MD-0023-R1	2	152262042	152338989	65	0.172445
GLSS-MD-0023-R1	2	152342481	153029067	208	0.055652
GLSS-MD-0023-R1	2	153030869	153089621	52	0.270471
GLSS-MD-0023-R1	2	153090677	153160576	113	0.044941
GLSS-MD-0023-R1	2	153161907	153249880	160	0.111689
GLSS-MD-0023-R1	2	153250565	153588741	370	0.221136
GLSS-MD-0023-R1	2	153591027	159719958	3119	0.016932
GLSS-MD-0023-R1	2	159730093	159749400	52	-0.075782
GLSS-MD-0023-R1	2	159750038	159809860	79	0.188083
GLSS-MD-0023-R1	2	159811841	159829503	18	0.517788
GLSS-MD-0023-R1	2	159830122	159949329	110	0.216552
GLSS-MD-0023-R1	2	159978521	160219681	222	0.105291
GLSS-MD-0023-R1	2	160220164	160239112	49	-0.050276
GLSS-MD-0023-R1	2	160240333	160669635	234	0.110786
GLSS-MD-0023-R1	2	160670930	160969145	277	-0.011032
GLSS-MD-0023-R1	2	160981032	160989993	24	-0.171822
GLSS-MD-0023-R1	2	160990448	163030336	669	0.017774
GLSS-MD-0023-R1	2	163069938	163719883	254	0.132653
GLSS-MD-0023-R1	2	163720294	163969738	199	0.025912
GLSS-MD-0023-R1	2	163973532	164139275	159	0.093816
GLSS-MD-0023-R1	2	164140006	164186115	39	-0.012449
GLSS-MD-0023-R1	2	164208003	164208374	2	0.532614
GLSS-MD-0023-R1	2	164219515	164369432	94	0.049031
GLSS-MD-0023-R1	2	164372976	164449900	57	0.004698
GLSS-MD-0023-R1	2	164453389	164588967	96	0.324777
GLSS-MD-0023-R1	2	164593148	164647927	40	0.111997
GLSS-MD-0023-R1	2	164650020	164727379	41	0.287733
GLSS-MD-0023-R1	2	164730548	166779967	697	0.108482
GLSS-MD-0023-R1	2	166790998	166979889	147	0.213293
GLSS-MD-0023-R1	2	166991199	168009712	562	0.031758
GLSS-MD-0023-R1	2	168011098	168029842	144	-0.053544
GLSS-MD-0023-R1	2	168030086	168396255	198	0.120844
GLSS-MD-0023-R1	2	168401752	168602991	83	0.001315
GLSS-MD-0023-R1	2	168610235	168619687	13	-0.21198
GLSS-MD-0023-R1	2	168620323	169605837	678	0.019548
GLSS-MD-0023-R1	2	169610232	169721377	131	-0.071756
GLSS-MD-0023-R1	2	169722719	169779896	78	0.127183
GLSS-MD-0023-R1	2	169780366	170319845	541	0.007561
GLSS-MD-0023-R1	2	170330625	170449848	82	0.182019
GLSS-MD-0023-R1	2	170450609	170509996	95	0.127626
GLSS-MD-0023-R1	2	170510374	170579634	141	0.034589
GLSS-MD-0023-R1	2	170580531	170937837	302	0.116671
GLSS-MD-0023-R1	2	170939679	171668618	479	0.040246
GLSS-MD-0023-R1	2	171670826	172429907	412	0.09865
GLSS-MD-0023-R1	2	172430575	173019144	199	0.007174
GLSS-MD-0023-R1	2	173020375	173067107	171	-0.050162
GLSS-MD-0023-R1	2	173067803	173166803	159	0.010654
GLSS-MD-0023-R1	2	173171481	173179913	17	-0.230719
GLSS-MD-0023-R1	2	173190323	173938224	435	0.017102
GLSS-MD-0023-R1	2	173940741	173989752	26	-0.392516
GLSS-MD-0023-R1	2	173991269	174079402	71	0.121492
GLSS-MD-0023-R1	2	174081238	174268957	256	-0.020728
GLSS-MD-0023-R1	2	174271805	174709640	152	-0.064608
GLSS-MD-0023-R1	2	174710952	174819044	68	-0.00775
GLSS-MD-0023-R1	2	174830266	174839170	18	0.302693
GLSS-MD-0023-R1	2	174871296	175238924	325	0.05767
GLSS-MD-0023-R1	2	175241566	175345727	116	0.105734
GLSS-MD-0023-R1	2	175352590	175358922	5	0.410275
GLSS-MD-0023-R1	2	175360010	175440316	54	0.073081
GLSS-MD-0023-R1	2	175449362	175470048	23	0.273699
GLSS-MD-0023-R1	2	175470910	175568143	65	0.113488
GLSS-MD-0023-R1	2	175570297	175589404	55	-0.070514
GLSS-MD-0023-R1	2	175590817	175629021	45	0.017847
GLSS-MD-0023-R1	2	175630553	175878992	203	0.17893
GLSS-MD-0023-R1	2	175880345	176931268	402	0.004091
GLSS-MD-0023-R1	2	176945595	177009269	8	0.404616
GLSS-MD-0023-R1	2	177010072	177056611	44	0.133771
GLSS-MD-0023-R1	2	177060877	177129407	87	0.03066
GLSS-MD-0023-R1	2	177130649	177193439	55	0.142854
GLSS-MD-0023-R1	2	177207035	177958542	560	-0.008581
GLSS-MD-0023-R1	2	178008683	178066750	28	0.147139
GLSS-MD-0023-R1	2	178070525	178149364	65	0.346382
GLSS-MD-0023-R1	2	178151469	178449791	98	0.103576
GLSS-MD-0023-R1	2	178450651	178459861	19	-0.1368
GLSS-MD-0023-R1	2	178461398	178498214	77	0.105689
GLSS-MD-0023-R1	2	178501632	178955086	642	0.014771
GLSS-MD-0023-R1	2	178958540	179058924	91	0.097977
GLSS-MD-0023-R1	2	179061017	179157946	114	0.248621
GLSS-MD-0023-R1	2	179160218	179254330	131	0.023434
GLSS-MD-0023-R1	2	179260382	179345183	18	0.231638
GLSS-MD-0023-R1	2	179363685	179958390	311	-0.006225
GLSS-MD-0023-R1	2	179961257	180149606	151	0.121097
GLSS-MD-0023-R1	2	180157459	181829342	1272	0.009141
GLSS-MD-0023-R1	2	181832113	181859560	48	0.121375
GLSS-MD-0023-R1	2	181861084	181869714	43	0.246395
GLSS-MD-0023-R1	2	181870511	181929274	103	0.156215
GLSS-MD-0023-R1	2	181930084	181959321	56	-0.006703
GLSS-MD-0023-R1	2	181960067	182029358	44	0.177727
GLSS-MD-0023-R1	2	182030229	182249329	253	0.040672
GLSS-MD-0023-R1	2	182251813	182259274	12	0.352082
GLSS-MD-0023-R1	2	182260252	182349409	59	0.128817
GLSS-MD-0023-R1	2	182350145	183309126	438	0.043052
GLSS-MD-0023-R1	2	183320248	183393680	100	0.11612
GLSS-MD-0023-R1	2	183403277	183717101	160	0.040495
GLSS-MD-0023-R1	2	183721101	184049401	194	0.112919
GLSS-MD-0023-R1	2	184050356	184487393	243	0.01779
GLSS-MD-0023-R1	2	184490611	184568916	75	0.093582
GLSS-MD-0023-R1	2	184570160	185015320	571	0.009471
GLSS-MD-0023-R1	2	185020493	185508842	258	0.090398
GLSS-MD-0023-R1	2	185511577	186599644	216	0.045733
GLSS-MD-0023-R1	2	186602051	186648974	63	0.089042
GLSS-MD-0023-R1	2	186650380	187339000	563	0.022285
GLSS-MD-0023-R1	2	187350241	187595367	230	0.193914
GLSS-MD-0023-R1	2	187600738	187687855	55	0.004353
GLSS-MD-0023-R1	2	187692305	187717332	26	0.184826
GLSS-MD-0023-R1	2	187720020	188193664	102	0.032363
GLSS-MD-0023-R1	2	188356344	188729893	205	0.075796
GLSS-MD-0023-R1	2	188742669	189809860	363	0.017976
GLSS-MD-0023-R1	2	189812145	189857993	34	0.137861
GLSS-MD-0023-R1	2	189860996	190508578	96	0.031283
GLSS-MD-0023-R1	2	190511977	190564764	37	0.178832
GLSS-MD-0023-R1	2	190572063	190609787	32	0.059479
GLSS-MD-0023-R1	2	190610537	190668880	43	0.273129
GLSS-MD-0023-R1	2	190671255	191009466	88	0.063444
GLSS-MD-0023-R1	2	191010750	191078163	91	0.101196
GLSS-MD-0023-R1	2	191079750	191109870	65	0.009181
GLSS-MD-0023-R1	2	191111387	191179508	144	0.122266
GLSS-MD-0023-R1	2	191181481	191239454	110	0.228854
GLSS-MD-0023-R1	2	191240741	191553931	89	0.120702
GLSS-MD-0023-R1	2	191560453	191708163	55	-0.112777
GLSS-MD-0023-R1	2	191710910	191809570	62	0.111502
GLSS-MD-0023-R1	2	191813539	192311352	265	0.023672
GLSS-MD-0023-R1	2	192313890	192799156	342	-0.075932
GLSS-MD-0023-R1	2	192821404	194588102	422	0.018814
GLSS-MD-0023-R1	2	194610768	194659522	15	0.233161
GLSS-MD-0023-R1	2	194701414	196518724	620	0.02804
GLSS-MD-0023-R1	2	196520892	196529816	9	0.309644
GLSS-MD-0023-R1	2	196531031	196919613	206	0.030633
GLSS-MD-0023-R1	2	196926058	196969777	59	0.151725
GLSS-MD-0023-R1	2	196970132	196979615	15	0.300432
GLSS-MD-0023-R1	2	196992076	196999649	22	-0.081143
GLSS-MD-0023-R1	2	197000455	197139682	94	0.120684
GLSS-MD-0023-R1	2	197150829	198158171	427	0.006144
GLSS-MD-0023-R1	2	198160501	198169772	18	0.24102
GLSS-MD-0023-R1	2	198181443	198263146	30	0.010118
GLSS-MD-0023-R1	2	198273347	198359027	29	0.16634
GLSS-MD-0023-R1	2	198360886	198389172	16	0.311504
GLSS-MD-0023-R1	2	198393835	198577585	113	0.129374
GLSS-MD-0023-R1	2	198582442	199209050	540	0.024215
GLSS-MD-0023-R1	2	199213802	199377994	124	0.112634
GLSS-MD-0023-R1	2	199387776	200008894	205	0.051297
GLSS-MD-0023-R1	2	200010088	200019448	22	-0.226277
GLSS-MD-0023-R1	2	200020274	200769247	300	0.056226
GLSS-MD-0023-R1	2	200770933	200849355	47	0.241654
GLSS-MD-0023-R1	2	200850402	201219230	265	0.000511
GLSS-MD-0023-R1	2	201223212	201405560	102	0.16992
GLSS-MD-0023-R1	2	201410323	201664399	286	-0.021848
GLSS-MD-0023-R1	2	201670278	201763866	33	0.248216
GLSS-MD-0023-R1	2	201765780	201928083	84	0.08222
GLSS-MD-0023-R1	2	201930930	202038249	69	0.164477
GLSS-MD-0023-R1	2	202044232	202249708	183	0.004575
GLSS-MD-0023-R1	2	202252478	202328168	76	0.203175
GLSS-MD-0023-R1	2	202330630	202497586	144	-0.029488
GLSS-MD-0023-R1	2	202501448	202509814	9	0.393891
GLSS-MD-0023-R1	2	202513277	203070067	393	0.018941
GLSS-MD-0023-R1	2	203074545	203248219	53	0.199112
GLSS-MD-0023-R1	2	203293933	203699987	157	0.025234
GLSS-MD-0023-R1	2	203700870	204406726	398	0.108459
GLSS-MD-0023-R1	2	204421284	204649338	183	0.040148
GLSS-MD-0023-R1	2	204650296	204679031	20	0.1786
GLSS-MD-0023-R1	2	204682273	204829562	80	0.003684
GLSS-MD-0023-R1	2	204830714	204949865	151	-0.09137
GLSS-MD-0023-R1	2	204950452	205978770	513	-0.007188
GLSS-MD-0023-R1	2	205982407	206039771	95	-0.1146
GLSS-MD-0023-R1	2	206040066	206530572	188	-0.023906
GLSS-MD-0023-R1	2	206543736	206649743	46	0.150487
GLSS-MD-0023-R1	2	206652963	206932924	205	-0.005931
GLSS-MD-0023-R1	2	206940229	206948548	7	0.387253
GLSS-MD-0023-R1	2	206962188	207029430	28	0.128376
GLSS-MD-0023-R1	2	207040777	207977253	557	-0.003785
GLSS-MD-0023-R1	2	207980984	208049581	102	0.253687
GLSS-MD-0023-R1	2	208050149	208879261	367	0.000726
GLSS-MD-0023-R1	2	208880251	208950318	155	0.120273
GLSS-MD-0023-R1	2	208953207	209029224	111	-0.030517
GLSS-MD-0023-R1	2	209030050	209062992	59	0.200257
GLSS-MD-0023-R1	2	209072280	209927526	40	0.038161
GLSS-MD-0023-R1	2	209950218	209959402	21	0.223752
GLSS-MD-0023-R1	2	209960060	210189145	92	0.030866
GLSS-MD-0023-R1	2	210200086	210229749	58	0.149384
GLSS-MD-0023-R1	2	210230545	210286762	128	0.186214
GLSS-MD-0023-R1	2	210290426	210299039	19	0.458961
GLSS-MD-0023-R1	2	210310537	210569631	77	0.238068
GLSS-MD-0023-R1	2	210571012	210627971	58	0.061509
GLSS-MD-0023-R1	2	210630304	210637751	12	0.273559
GLSS-MD-0023-R1	2	210640102	210709938	56	0.007366
GLSS-MD-0023-R1	2	210715569	211067603	92	0.141996
GLSS-MD-0023-R1	2	211074909	211299869	163	0.021036
GLSS-MD-0023-R1	2	211304138	211495110	190	0.113765
GLSS-MD-0023-R1	2	211514492	212017222	492	0.024659
GLSS-MD-0023-R1	2	212023566	212049388	51	0.112289
GLSS-MD-0023-R1	2	212050976	212369896	319	0.052493
GLSS-MD-0023-R1	2	212370411	213036349	461	0.12591
GLSS-MD-0023-R1	2	213044255	213089956	55	0.215608
GLSS-MD-0023-R1	2	213090009	213169514	92	0.123123
GLSS-MD-0023-R1	2	213171575	213179823	15	0.317989
GLSS-MD-0023-R1	2	213180221	213182583	4	-0.257744
GLSS-MD-0023-R1	2	213210229	213218396	16	0.252007
GLSS-MD-0023-R1	2	213222397	213239676	21	0.422631
GLSS-MD-0023-R1	2	213271459	213457361	150	0.2101
GLSS-MD-0023-R1	2	213461841	213499445	64	0.023592
GLSS-MD-0023-R1	2	213501008	213587058	133	0.108277
GLSS-MD-0023-R1	2	213597627	213818578	205	0.030945
GLSS-MD-0023-R1	2	213821676	214166645	110	0.090167
GLSS-MD-0023-R1	2	214170625	214769922	440	0.004404
GLSS-MD-0023-R1	2	214780118	214859650	117	0.098052
GLSS-MD-0023-R1	2	214862482	214869684	10	-0.190196
GLSS-MD-0023-R1	2	214880061	215446947	295	0.161351
GLSS-MD-0023-R1	2	215461986	215649924	103	0.03178
GLSS-MD-0023-R1	2	215650028	215678346	62	0.177635
GLSS-MD-0023-R1	2	215680293	215869615	143	0.003214
GLSS-MD-0023-R1	2	215871316	215902876	24	0.213573
GLSS-MD-0023-R1	2	215924944	216099760	77	-0.003373
GLSS-MD-0023-R1	2	216100978	216209472	81	0.156165
GLSS-MD-0023-R1	2	216209951	216264937	46	0.003588
GLSS-MD-0023-R1	2	216449970	216968340	319	0.101985
GLSS-MD-0023-R1	2	216970326	216978522	11	0.542089
GLSS-MD-0023-R1	2	216981186	217046443	67	0.191599
GLSS-MD-0023-R1	2	217076339	217269954	152	-0.050744
GLSS-MD-0023-R1	2	217270093	217327642	45	0.085213
GLSS-MD-0023-R1	2	217330901	217515294	124	0.189423
GLSS-MD-0023-R1	2	217634692	218079795	73	0.062739
GLSS-MD-0023-R1	2	218080455	218118722	48	0.215036
GLSS-MD-0023-R1	2	218120475	218369792	298	0.135072
GLSS-MD-0023-R1	2	218370538	218379700	24	0.274989
GLSS-MD-0023-R1	2	218380933	218460621	37	-0.028395
GLSS-MD-0023-R1	2	218482087	218589336	96	0.201647
GLSS-MD-0023-R1	2	218592780	218917004	250	0.127706
GLSS-MD-0023-R1	2	218926865	219259844	55	0.019149
GLSS-MD-0023-R1	2	219262887	219279230	15	0.443379
GLSS-MD-0023-R1	2	219281203	219589594	46	0.103533
GLSS-MD-0023-R1	2	219590419	219609995	43	0.285646
GLSS-MD-0023-R1	2	219610322	219629738	43	0.03377
GLSS-MD-0023-R1	2	219630207	219709745	110	0.106694
GLSS-MD-0023-R1	2	219720349	219806969	52	0.017777
GLSS-MD-0023-R1	2	219820444	219825211	6	0.319641
GLSS-MD-0023-R1	2	219831670	220019638	126	0.015383
GLSS-MD-0023-R1	2	220020335	220179604	63	0.235813
GLSS-MD-0023-R1	2	220180196	220358586	129	0.143484
GLSS-MD-0023-R1	2	220360494	220389729	29	0.534256
GLSS-MD-0023-R1	2	220390774	220550480	104	0.302664
GLSS-MD-0023-R1	2	220601839	220819931	382	-0.085353
GLSS-MD-0023-R1	2	220820138	220829849	46	-0.256668
GLSS-MD-0023-R1	2	220830207	220839453	43	-0.000249
GLSS-MD-0023-R1	2	220839983	221269528	458	-0.08798
GLSS-MD-0023-R1	2	221271595	221331329	62	0.013289
GLSS-MD-0023-R1	2	221347380	221888594	287	-0.056831
GLSS-MD-0023-R1	2	221900884	222129525	164	-0.008089
GLSS-MD-0023-R1	2	222130020	222287844	260	-0.071379
GLSS-MD-0023-R1	2	222290829	222408337	168	0.037524
GLSS-MD-0023-R1	2	222410184	222489740	67	0.195413
GLSS-MD-0023-R1	2	222491734	222739011	89	0.15338
GLSS-MD-0023-R1	2	222740503	222847214	50	0.226424
GLSS-MD-0023-R1	2	222861434	222932994	77	0.028725
GLSS-MD-0023-R1	2	222942807	223039863	167	-0.065655
GLSS-MD-0023-R1	2	223042374	223109247	70	-0.029441
GLSS-MD-0023-R1	2	223167285	223177203	9	0.166514
GLSS-MD-0023-R1	2	223203549	223398781	105	-0.063713
GLSS-MD-0023-R1	2	223400784	223869820	275	0.105083
GLSS-MD-0023-R1	2	223873224	223899504	43	0.002391
GLSS-MD-0023-R1	2	223900504	223959901	69	0.202774
GLSS-MD-0023-R1	2	223960207	224009758	69	0.011578
GLSS-MD-0023-R1	2	224010750	224184330	186	-0.064993
GLSS-MD-0023-R1	2	224238106	224679975	449	0.000259
GLSS-MD-0023-R1	2	224681114	224838080	91	0.094701
GLSS-MD-0023-R1	2	224841995	224899915	89	0.049235
GLSS-MD-0023-R1	2	224900075	224908946	16	0.269663
GLSS-MD-0023-R1	2	224910345	225189865	261	0.038277
GLSS-MD-0023-R1	2	225191976	225258573	150	-0.093011
GLSS-MD-0023-R1	2	225261582	225289901	113	-0.034036
GLSS-MD-0023-R1	2	225290379	225299566	35	0.221292
GLSS-MD-0023-R1	2	225300124	225730572	203	-0.007409
GLSS-MD-0023-R1	2	225739987	225849072	69	0.188964
GLSS-MD-0023-R1	2	225850557	225869567	34	0.051267
GLSS-MD-0023-R1	2	225871597	225919929	30	0.264019
GLSS-MD-0023-R1	2	225920907	226066704	170	0.017542
GLSS-MD-0023-R1	2	226073877	226199824	135	-0.077644
GLSS-MD-0023-R1	2	226201470	227209828	659	-0.013548
GLSS-MD-0023-R1	2	227210398	227490280	256	-0.077461
GLSS-MD-0023-R1	2	227498292	228179903	320	-0.029947
GLSS-MD-0023-R1	2	228181422	228274175	116	0.224432
GLSS-MD-0023-R1	2	228285154	228572460	159	-0.004863
GLSS-MD-0023-R1	2	228573171	228590027	65	0.163737
GLSS-MD-0023-R1	2	228590640	228760015	137	0.023416
GLSS-MD-0023-R1	2	228762330	228816857	111	-0.149193
GLSS-MD-0023-R1	2	228819272	229279393	466	-0.016362
GLSS-MD-0023-R1	2	229290365	229329990	76	0.147446
GLSS-MD-0023-R1	2	229330211	230129493	484	-3.3e-05
GLSS-MD-0023-R1	2	230140350	230169358	38	0.175977
GLSS-MD-0023-R1	2	230170766	230209923	84	0.031888
GLSS-MD-0023-R1	2	230210584	230269643	104	0.125604
GLSS-MD-0023-R1	2	230270946	230289279	40	0.509923
GLSS-MD-0023-R1	2	230290091	230319228	33	0.267971
GLSS-MD-0023-R1	2	230324272	230937817	142	0.091447
GLSS-MD-0023-R1	2	230940750	231239432	206	-0.089644
GLSS-MD-0023-R1	2	231280050	231283210	4	0.392838
GLSS-MD-0023-R1	2	231316512	231339731	68	0.093738
GLSS-MD-0023-R1	2	231341292	231458593	147	-0.145433
GLSS-MD-0023-R1	2	231465341	231711105	193	0.020673
GLSS-MD-0023-R1	2	231726172	231759698	75	0.107108
GLSS-MD-0023-R1	2	231760419	231870274	148	0.020775
GLSS-MD-0023-R1	2	231885415	232459744	256	0.140706
GLSS-MD-0023-R1	2	232460534	232479621	36	0.393387
GLSS-MD-0023-R1	2	232480009	232539782	62	0.251722
GLSS-MD-0023-R1	2	232540013	232549618	18	0.44981
GLSS-MD-0023-R1	2	232550160	232569619	34	0.187356
GLSS-MD-0023-R1	2	232570603	232579795	12	0.495292
GLSS-MD-0023-R1	2	232580456	232639229	81	0.037787
GLSS-MD-0023-R1	2	232640197	232648658	10	0.396225
GLSS-MD-0023-R1	2	232653011	232669610	17	0.104057
GLSS-MD-0023-R1	2	232671950	232810183	31	-0.144088
GLSS-MD-0023-R1	2	232812135	232970387	111	-0.000164
GLSS-MD-0023-R1	2	232974840	233408283	350	-0.11936
GLSS-MD-0023-R1	2	233411708	233419972	14	0.194668
GLSS-MD-0023-R1	2	233420683	233819720	262	0.08018
GLSS-MD-0023-R1	2	233820101	233899377	78	-0.099123
GLSS-MD-0023-R1	2	233900854	233929680	26	0.021227
GLSS-MD-0023-R1	2	233930060	233949255	44	0.258763
GLSS-MD-0023-R1	2	233964332	233989532	39	-0.000384
GLSS-MD-0023-R1	2	233991222	234149237	174	-0.093273
GLSS-MD-0023-R1	2	234150171	234169822	43	0.129239
GLSS-MD-0023-R1	2	234170324	234239735	72	-0.016174
GLSS-MD-0023-R1	2	234241509	234329549	76	0.107581
GLSS-MD-0023-R1	2	234331562	234649186	117	-0.121506
GLSS-MD-0023-R1	2	234650101	234709613	60	-0.250857
GLSS-MD-0023-R1	2	234710666	234759419	81	-0.093416
GLSS-MD-0023-R1	2	234760474	234778250	33	0.167322
GLSS-MD-0023-R1	2	234780736	234863788	115	-0.077564
GLSS-MD-0023-R1	2	234865860	235047989	164	0.104119
GLSS-MD-0023-R1	2	235051680	235080378	44	-0.005807
GLSS-MD-0023-R1	2	235082853	235250966	207	0.237329
GLSS-MD-0023-R1	2	235253454	235509738	238	0.139643
GLSS-MD-0023-R1	2	235510248	235517739	37	-0.12182
GLSS-MD-0023-R1	2	235520194	235576499	111	-0.012926
GLSS-MD-0023-R1	2	235585579	235619314	67	0.152511
GLSS-MD-0023-R1	2	235620123	235660357	120	0.009664
GLSS-MD-0023-R1	2	235662638	235829866	181	0.088132
GLSS-MD-0023-R1	2	235832253	235849854	37	-0.02129
GLSS-MD-0023-R1	2	235850448	235889979	51	0.317823
GLSS-MD-0023-R1	2	235890584	236069907	210	0.138108
GLSS-MD-0023-R1	2	236070749	236127702	108	0.050127
GLSS-MD-0023-R1	2	236128724	236229995	180	0.135006
GLSS-MD-0023-R1	2	236233852	236369956	148	-0.00165
GLSS-MD-0023-R1	2	236370676	236671792	229	0.132049
GLSS-MD-0023-R1	2	236684623	237068698	329	-0.003308
GLSS-MD-0023-R1	2	237073272	237085463	14	0.21637
GLSS-MD-0023-R1	2	237105050	237375596	81	-0.122303
GLSS-MD-0023-R1	2	237380230	237652615	221	-0.011279
GLSS-MD-0023-R1	2	237674329	237769710	189	-0.072231
GLSS-MD-0023-R1	2	237770084	237807793	53	0.02881
GLSS-MD-0023-R1	2	237814176	237838354	34	0.217865
GLSS-MD-0023-R1	2	237840365	237983894	195	-0.006914
GLSS-MD-0023-R1	2	237998872	238038873	22	0.251417
GLSS-MD-0023-R1	2	238051064	238539998	298	0.051377
GLSS-MD-0023-R1	2	238540127	238559580	53	-0.081338
GLSS-MD-0023-R1	2	238560648	238789858	115	0.01861
GLSS-MD-0023-R1	2	238790784	238818297	48	0.201904
GLSS-MD-0023-R1	2	238820890	239000091	292	0.007002
GLSS-MD-0023-R1	2	239001831	239078388	145	-0.054024
GLSS-MD-0023-R1	2	239080093	239137616	108	0.141713
GLSS-MD-0023-R1	2	239174734	239375479	149	0.073702
GLSS-MD-0023-R1	2	239400517	239489810	48	-0.154005
GLSS-MD-0023-R1	2	239491098	239539079	74	0.073978
GLSS-MD-0023-R1	2	239541874	239879247	332	-0.089622
GLSS-MD-0023-R1	2	239880494	239899899	42	0.118464
GLSS-MD-0023-R1	2	239900181	240075590	243	-0.106346
GLSS-MD-0023-R1	2	240092586	240269758	166	0.107059
GLSS-MD-0023-R1	2	240271181	240304863	59	0.035111
GLSS-MD-0023-R1	2	240330591	240389869	54	0.153228
GLSS-MD-0023-R1	2	240394611	240741790	390	-0.08782
GLSS-MD-0023-R1	2	240810466	240872290	41	0.023552
GLSS-MD-0023-R1	2	240881969	240889538	17	-0.206755
GLSS-MD-0023-R1	2	240890391	241089267	114	0.037447
GLSS-MD-0023-R1	2	241100317	241119891	66	-0.142413
GLSS-MD-0023-R1	2	241120017	241128200	69	-0.202748
GLSS-MD-0023-R1	2	241132331	241231006	168	0.034782
GLSS-MD-0023-R1	2	241231520	241259911	79	0.150371
GLSS-MD-0023-R1	2	241260914	241496770	364	0.01938
GLSS-MD-0023-R1	2	241500674	241509834	12	0.370772
GLSS-MD-0023-R1	2	241511119	241558936	74	0.05375
GLSS-MD-0023-R1	2	241560708	241739217	94	-0.048509
GLSS-MD-0023-R1	2	241745721	241789827	73	0.08195
GLSS-MD-0023-R1	2	241790117	241839840	143	-0.124442
GLSS-MD-0023-R1	2	241850096	242208792	290	-0.004901
GLSS-MD-0023-R1	2	242210408	242219669	11	0.252525
GLSS-MD-0023-R1	2	242220566	242249828	47	0.043888
GLSS-MD-0023-R1	2	242250094	242259614	14	0.420481
GLSS-MD-0023-R1	2	242261802	242297118	27	0.182105
GLSS-MD-0023-R1	2	242300651	242619387	198	0.016395
GLSS-MD-0023-R1	2	242625413	242629529	14	0.368059
GLSS-MD-0023-R1	2	242650634	242759884	94	0.142633
GLSS-MD-0023-R1	2	242771403	242779862	13	0.38632
GLSS-MD-0023-R1	2	242791558	242799638	18	0.019254
GLSS-MD-0023-R1	2	242803427	242809477	6	0.437325
GLSS-MD-0023-R1	2	242813241	242819039	14	-0.005753
GLSS-MD-0023-R1	2	242820893	242829557	26	0.31019
GLSS-MD-0023-R1	2	242830206	242997844	138	0.017602
GLSS-MD-0023-R1	3	92697	149986	67	-0.044885
GLSS-MD-0023-R1	3	150395	168688	24	-0.225423
GLSS-MD-0023-R1	3	180510	1638880	1090	0.015394
GLSS-MD-0023-R1	3	1670301	1988126	441	-0.06845
GLSS-MD-0023-R1	3	1989773	2959627	901	-0.018748
GLSS-MD-0023-R1	3	2960084	3148458	228	-0.06328
GLSS-MD-0023-R1	3	3149568	3228740	29	0.110281
GLSS-MD-0023-R1	3	3231172	3399310	235	-0.070902
GLSS-MD-0023-R1	3	3403133	3589514	149	0.005008
GLSS-MD-0023-R1	3	3600161	3829259	231	-0.088907
GLSS-MD-0023-R1	3	3840427	3847445	15	0.18821
GLSS-MD-0023-R1	3	3854531	3914595	66	0.036878
GLSS-MD-0023-R1	3	3927017	4109731	104	-0.114416
GLSS-MD-0023-R1	3	4110632	4289341	348	-0.029852
GLSS-MD-0023-R1	3	4312735	4345033	42	0.176568
GLSS-MD-0023-R1	3	4411691	4719491	214	0.011071
GLSS-MD-0023-R1	3	4721170	4749245	64	-0.090582
