userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000119986	AVPI1	arginine vasopressin induced 1	60370	https://www.ncbi.nlm.nih.gov/gene/?term=60370
ENSG00000120029	ARMH3	armadillo-like helical domain containing 3	79591	https://www.ncbi.nlm.nih.gov/gene/?term=79591
ENSG00000120075	HOXB5	homeobox B5	3215	https://www.ncbi.nlm.nih.gov/gene/?term=3215
ENSG00000120256	LRP11	LDL receptor related protein 11	84918	https://www.ncbi.nlm.nih.gov/gene/?term=84918
ENSG00000120262	CCDC170	coiled-coil domain containing 170	80129	https://www.ncbi.nlm.nih.gov/gene/?term=80129
ENSG00000120318	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	64411	https://www.ncbi.nlm.nih.gov/gene/?term=64411
ENSG00000120437	ACAT2	acetyl-CoA acetyltransferase 2	39	https://www.ncbi.nlm.nih.gov/gene/?term=39
ENSG00000120915	EPHX2	epoxide hydrolase 2	2053	https://www.ncbi.nlm.nih.gov/gene/?term=2053
ENSG00000121068	TBX2	T-box 2	6909	https://www.ncbi.nlm.nih.gov/gene/?term=6909
ENSG00000121570	DPPA4	developmental pluripotency associated 4	55211	https://www.ncbi.nlm.nih.gov/gene/?term=55211
ENSG00000121644	DESI2	desumoylating isopeptidase 2	51029	https://www.ncbi.nlm.nih.gov/gene/?term=51029
ENSG00000121864	ZNF639	zinc finger protein 639	51193	https://www.ncbi.nlm.nih.gov/gene/?term=51193
ENSG00000121871	SLITRK3	SLIT and NTRK like family member 3	22865	https://www.ncbi.nlm.nih.gov/gene/?term=22865
ENSG00000121879	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	5290	https://www.ncbi.nlm.nih.gov/gene/?term=5290
ENSG00000121898	CPXM2	carboxypeptidase X, M14 family member 2	119587	https://www.ncbi.nlm.nih.gov/gene/?term=119587
ENSG00000122367	LDB3	LIM domain binding 3	11155	https://www.ncbi.nlm.nih.gov/gene/?term=11155
ENSG00000122644	ARL4A	ADP ribosylation factor like GTPase 4A	10124	https://www.ncbi.nlm.nih.gov/gene/?term=10124
ENSG00000122735	DNAI1	dynein axonemal intermediate chain 1	27019	https://www.ncbi.nlm.nih.gov/gene/?term=27019
ENSG00000123119	NECAB1	N-terminal EF-hand calcium binding protein 1	64168	https://www.ncbi.nlm.nih.gov/gene/?term=64168
ENSG00000123240	OPTN	optineurin	10133	https://www.ncbi.nlm.nih.gov/gene/?term=10133
ENSG00000123388	HOXC11	homeobox C11	3227	https://www.ncbi.nlm.nih.gov/gene/?term=3227
ENSG00000123560	PLP1	proteolipid protein 1	5354	https://www.ncbi.nlm.nih.gov/gene/?term=5354
ENSG00000123612	ACVR1C	activin A receptor type 1C	130399	https://www.ncbi.nlm.nih.gov/gene/?term=130399
ENSG00000123901	GPR83	G protein-coupled receptor 83	10888	https://www.ncbi.nlm.nih.gov/gene/?term=10888
ENSG00000124107	SLPI	secretory leukocyte peptidase inhibitor	6590	https://www.ncbi.nlm.nih.gov/gene/?term=6590
ENSG00000124251	TP53TG5	TP53 target 5	27296	https://www.ncbi.nlm.nih.gov/gene/?term=27296
ENSG00000124374	PAIP2B	poly(A) binding protein interacting protein 2B	400961	https://www.ncbi.nlm.nih.gov/gene/?term=400961
ENSG00000124507	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	29993	https://www.ncbi.nlm.nih.gov/gene/?term=29993
ENSG00000124749	COL21A1	collagen type XXI alpha 1 chain	81578	https://www.ncbi.nlm.nih.gov/gene/?term=81578
ENSG00000124882	EREG	epiregulin	2069	https://www.ncbi.nlm.nih.gov/gene/?term=2069
ENSG00000124920	MYRF	myelin regulatory factor	745	https://www.ncbi.nlm.nih.gov/gene/?term=745
ENSG00000125148	MT2A	metallothionein 2A	4502	https://www.ncbi.nlm.nih.gov/gene/?term=4502
ENSG00000125257	ABCC4	ATP binding cassette subfamily C member 4	10257	https://www.ncbi.nlm.nih.gov/gene/?term=10257
ENSG00000125735	TNFSF14	TNF superfamily member 14	8740	https://www.ncbi.nlm.nih.gov/gene/?term=8740
ENSG00000125746	EML2	EMAP like 2	24139	https://www.ncbi.nlm.nih.gov/gene/?term=24139
ENSG00000125845	BMP2	bone morphogenetic protein 2	650	https://www.ncbi.nlm.nih.gov/gene/?term=650
ENSG00000125968	ID1	inhibitor of DNA binding 1, HLH protein	3397	https://www.ncbi.nlm.nih.gov/gene/?term=3397
ENSG00000126016	AMOT	angiomotin	154796	https://www.ncbi.nlm.nih.gov/gene/?term=154796
ENSG00000126266	FFAR1	free fatty acid receptor 1	2864	https://www.ncbi.nlm.nih.gov/gene/?term=2864
ENSG00000126562	WNK4	WNK lysine deficient protein kinase 4	65266	https://www.ncbi.nlm.nih.gov/gene/?term=65266
ENSG00000126709	IFI6	interferon alpha inducible protein 6	2537	https://www.ncbi.nlm.nih.gov/gene/?term=2537
ENSG00000126785	RHOJ	ras homolog family member J	57381	https://www.ncbi.nlm.nih.gov/gene/?term=57381
ENSG00000126787	DLGAP5	DLG associated protein 5	9787	https://www.ncbi.nlm.nih.gov/gene/?term=9787
ENSG00000126822	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3	26030	https://www.ncbi.nlm.nih.gov/gene/?term=26030
ENSG00000126860	EVI2A	ecotropic viral integration site 2A	2123	https://www.ncbi.nlm.nih.gov/gene/?term=2123
ENSG00000127530	OR7C1	olfactory receptor family 7 subfamily C member 1	26664	https://www.ncbi.nlm.nih.gov/gene/?term=26664
ENSG00000127533	F2RL3	F2R like thrombin or trypsin receptor 3	9002	https://www.ncbi.nlm.nih.gov/gene/?term=9002
ENSG00000127561	SYNGR3	synaptogyrin 3	9143	https://www.ncbi.nlm.nih.gov/gene/?term=9143
ENSG00000127824	TUBA4A	tubulin alpha 4a	7277	https://www.ncbi.nlm.nih.gov/gene/?term=7277
ENSG00000127947	PTPN12	protein tyrosine phosphatase, non-receptor type 12	5782	https://www.ncbi.nlm.nih.gov/gene/?term=5782
ENSG00000128039	SRD5A3	steroid 5 alpha-reductase 3	79644	https://www.ncbi.nlm.nih.gov/gene/?term=79644
ENSG00000128422	KRT17	keratin 17	3872	https://www.ncbi.nlm.nih.gov/gene/?term=3872
ENSG00000128641	MYO1B	myosin IB	4430	https://www.ncbi.nlm.nih.gov/gene/?term=4430
ENSG00000128645	HOXD1	homeobox D1	3231	https://www.ncbi.nlm.nih.gov/gene/?term=3231
ENSG00000128917	DLL4	delta like canonical Notch ligand 4	54567	https://www.ncbi.nlm.nih.gov/gene/?term=54567
ENSG00000129195	PIMREG	PICALM interacting mitotic regulator	54478	https://www.ncbi.nlm.nih.gov/gene/?term=54478
ENSG00000129538	RNASE1	ribonuclease A family member 1, pancreatic	6035	https://www.ncbi.nlm.nih.gov/gene/?term=6035
ENSG00000130164	LDLR	low density lipoprotein receptor	3949	https://www.ncbi.nlm.nih.gov/gene/?term=3949
ENSG00000130487	KLHDC7B	kelch domain containing 7B	113730	https://www.ncbi.nlm.nih.gov/gene/?term=113730
ENSG00000130540	SULT4A1	sulfotransferase family 4A member 1	25830	https://www.ncbi.nlm.nih.gov/gene/?term=25830
ENSG00000130643	CALY	calcyon neuron specific vesicular protein	50632	https://www.ncbi.nlm.nih.gov/gene/?term=50632
ENSG00000131094	C1QL1	complement C1q like 1	10882	https://www.ncbi.nlm.nih.gov/gene/?term=10882
ENSG00000131097	HIGD1B	HIG1 hypoxia inducible domain family member 1B	51751	https://www.ncbi.nlm.nih.gov/gene/?term=51751
ENSG00000131242	RAB11FIP4	RAB11 family interacting protein 4	84440	https://www.ncbi.nlm.nih.gov/gene/?term=84440
ENSG00000131370	SH3BP5	SH3 domain binding protein 5	9467	https://www.ncbi.nlm.nih.gov/gene/?term=9467
ENSG00000131389	SLC6A6	solute carrier family 6 member 6	6533	https://www.ncbi.nlm.nih.gov/gene/?term=6533
ENSG00000131634	TMEM204	transmembrane protein 204	79652	https://www.ncbi.nlm.nih.gov/gene/?term=79652
ENSG00000131771	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	84152	https://www.ncbi.nlm.nih.gov/gene/?term=84152
ENSG00000131969	ABHD12B	abhydrolase domain containing 12B	145447	https://www.ncbi.nlm.nih.gov/gene/?term=145447
ENSG00000132031	MATN3	matrilin 3	4148	https://www.ncbi.nlm.nih.gov/gene/?term=4148
ENSG00000132321	IQCA1	IQ motif containing with AAA domain 1	79781	https://www.ncbi.nlm.nih.gov/gene/?term=79781
ENSG00000132326	PER2	period circadian regulator 2	8864	https://www.ncbi.nlm.nih.gov/gene/?term=8864
ENSG00000133069	TMCC2	transmembrane and coiled-coil domain family 2	9911	https://www.ncbi.nlm.nih.gov/gene/?term=9911
ENSG00000133107	TRPC4	transient receptor potential cation channel subfamily C member 4	7223	https://www.ncbi.nlm.nih.gov/gene/?term=7223
ENSG00000133321	RARRES3	retinoic acid receptor responder 3	5920	https://www.ncbi.nlm.nih.gov/gene/?term=5920
ENSG00000133640	LRRIQ1	leucine rich repeats and IQ motif containing 1	84125	https://www.ncbi.nlm.nih.gov/gene/?term=84125
ENSG00000133740	E2F5	E2F transcription factor 5	1875	https://www.ncbi.nlm.nih.gov/gene/?term=1875
ENSG00000133805	AMPD3	adenosine monophosphate deaminase 3	272	https://www.ncbi.nlm.nih.gov/gene/?term=272
ENSG00000133943	DGLUCY	D-glutamate cyclase	80017	https://www.ncbi.nlm.nih.gov/gene/?term=80017
ENSG00000134020	PEBP4	phosphatidylethanolamine binding protein 4	157310	https://www.ncbi.nlm.nih.gov/gene/?term=157310
ENSG00000134321	RSAD2	radical S-adenosyl methionine domain containing 2	91543	https://www.ncbi.nlm.nih.gov/gene/?term=91543
ENSG00000134326	CMPK2	cytidine/uridine monophosphate kinase 2	129607	https://www.ncbi.nlm.nih.gov/gene/?term=129607
ENSG00000134339	SAA2	serum amyloid A2	6289	https://www.ncbi.nlm.nih.gov/gene/?term=6289
ENSG00000134532	SOX5	SRY-box 5	6660	https://www.ncbi.nlm.nih.gov/gene/?term=6660
ENSG00000134548	SPX	spexin hormone	80763	https://www.ncbi.nlm.nih.gov/gene/?term=80763
ENSG00000134686	PHC2	polyhomeotic homolog 2	1912	https://www.ncbi.nlm.nih.gov/gene/?term=1912
ENSG00000134755	DSC2	desmocollin 2	1824	https://www.ncbi.nlm.nih.gov/gene/?term=1824
ENSG00000134817	APLNR	apelin receptor	187	https://www.ncbi.nlm.nih.gov/gene/?term=187
ENSG00000134871	COL4A2	collagen type IV alpha 2 chain	1284	https://www.ncbi.nlm.nih.gov/gene/?term=1284
ENSG00000135094	SDS	serine dehydratase	10993	https://www.ncbi.nlm.nih.gov/gene/?term=10993
ENSG00000135111	TBX3	T-box 3	6926	https://www.ncbi.nlm.nih.gov/gene/?term=6926
ENSG00000135114	OASL	2'-5'-oligoadenylate synthetase like	8638	https://www.ncbi.nlm.nih.gov/gene/?term=8638
ENSG00000135362	PRR5L	proline rich 5 like	79899	https://www.ncbi.nlm.nih.gov/gene/?term=79899
ENSG00000135373	EHF	ETS homologous factor	26298	https://www.ncbi.nlm.nih.gov/gene/?term=26298
ENSG00000135426	TESPA1	thymocyte expressed, positive selection associated 1	9840	https://www.ncbi.nlm.nih.gov/gene/?term=9840
ENSG00000135447	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A	5502	https://www.ncbi.nlm.nih.gov/gene/?term=5502
ENSG00000135525	MAP7	microtubule associated protein 7	9053	https://www.ncbi.nlm.nih.gov/gene/?term=9053
ENSG00000135929	CYP27A1	cytochrome P450 family 27 subfamily A member 1	1593	https://www.ncbi.nlm.nih.gov/gene/?term=1593
ENSG00000136068	FLNB	filamin B	2317	https://www.ncbi.nlm.nih.gov/gene/?term=2317
ENSG00000136235	GPNMB	glycoprotein nmb	10457	https://www.ncbi.nlm.nih.gov/gene/?term=10457
ENSG00000136243	NUPL2	nucleoporin like 2	11097	https://www.ncbi.nlm.nih.gov/gene/?term=11097
ENSG00000136478	TEX2	testis expressed 2	55852	https://www.ncbi.nlm.nih.gov/gene/?term=55852
ENSG00000136514	RTP4	receptor transporter protein 4	64108	https://www.ncbi.nlm.nih.gov/gene/?term=64108
ENSG00000136541	ERMN	ermin	57471	https://www.ncbi.nlm.nih.gov/gene/?term=57471
ENSG00000136546	SCN7A	sodium voltage-gated channel alpha subunit 7	6332	https://www.ncbi.nlm.nih.gov/gene/?term=6332
ENSG00000136710	CCDC115	coiled-coil domain containing 115	84317	https://www.ncbi.nlm.nih.gov/gene/?term=84317
ENSG00000136867	SLC31A2	solute carrier family 31 member 2	1318	https://www.ncbi.nlm.nih.gov/gene/?term=1318
ENSG00000136869	TLR4	toll like receptor 4	7099	https://www.ncbi.nlm.nih.gov/gene/?term=7099
ENSG00000136960	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	5168	https://www.ncbi.nlm.nih.gov/gene/?term=5168
ENSG00000137101	CD72	CD72 molecule	971	https://www.ncbi.nlm.nih.gov/gene/?term=971
ENSG00000137198	GMPR	guanosine monophosphate reductase	2766	https://www.ncbi.nlm.nih.gov/gene/?term=2766
ENSG00000137261	KIAA0319	KIAA0319	9856	https://www.ncbi.nlm.nih.gov/gene/?term=9856
ENSG00000137273	FOXF2	forkhead box F2	2295	https://www.ncbi.nlm.nih.gov/gene/?term=2295
ENSG00000137486	ARRB1	arrestin beta 1	408	https://www.ncbi.nlm.nih.gov/gene/?term=408
ENSG00000137501	SYTL2	synaptotagmin like 2	54843	https://www.ncbi.nlm.nih.gov/gene/?term=54843
ENSG00000137507	LRRC32	leucine rich repeat containing 32	2615	https://www.ncbi.nlm.nih.gov/gene/?term=2615
ENSG00000137628	DDX60	DExD/H-box helicase 60	55601	https://www.ncbi.nlm.nih.gov/gene/?term=55601
ENSG00000137672	TRPC6	transient receptor potential cation channel subfamily C member 6	7225	https://www.ncbi.nlm.nih.gov/gene/?term=7225
ENSG00000137691	CFAP300	cilia and flagella associated protein 300	85016	https://www.ncbi.nlm.nih.gov/gene/?term=85016
ENSG00000137812	KNL1	kinetochore scaffold 1	57082	https://www.ncbi.nlm.nih.gov/gene/?term=57082
ENSG00000137857	DUOX1	dual oxidase 1	53905	https://www.ncbi.nlm.nih.gov/gene/?term=53905
ENSG00000137869	CYP19A1	cytochrome P450 family 19 subfamily A member 1	1588	https://www.ncbi.nlm.nih.gov/gene/?term=1588
ENSG00000137941	TTLL7	tubulin tyrosine ligase like 7	79739	https://www.ncbi.nlm.nih.gov/gene/?term=79739
ENSG00000137959	IFI44L	interferon induced protein 44 like	10964	https://www.ncbi.nlm.nih.gov/gene/?term=10964
ENSG00000137975	CLCA2	chloride channel accessory 2	9635	https://www.ncbi.nlm.nih.gov/gene/?term=9635
ENSG00000138115	CYP2C8	cytochrome P450 family 2 subfamily C member 8	1558	https://www.ncbi.nlm.nih.gov/gene/?term=1558
ENSG00000138207	RBP4	retinol binding protein 4	5950	https://www.ncbi.nlm.nih.gov/gene/?term=5950
ENSG00000138606	SHF	Src homology 2 domain containing F	90525	https://www.ncbi.nlm.nih.gov/gene/?term=90525
ENSG00000138642	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	55008	https://www.ncbi.nlm.nih.gov/gene/?term=55008
ENSG00000138646	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	51191	https://www.ncbi.nlm.nih.gov/gene/?term=51191
ENSG00000138722	MMRN1	multimerin 1	22915	https://www.ncbi.nlm.nih.gov/gene/?term=22915
ENSG00000138735	PDE5A	phosphodiesterase 5A	8654	https://www.ncbi.nlm.nih.gov/gene/?term=8654
ENSG00000138769	CDKL2	cyclin dependent kinase like 2	8999	https://www.ncbi.nlm.nih.gov/gene/?term=8999
ENSG00000138792	ENPEP	glutamyl aminopeptidase	2028	https://www.ncbi.nlm.nih.gov/gene/?term=2028
ENSG00000138798	EGF	epidermal growth factor	1950	https://www.ncbi.nlm.nih.gov/gene/?term=1950
ENSG00000138944	SHISAL1	shisa like 1	85352	https://www.ncbi.nlm.nih.gov/gene/?term=85352
ENSG00000139190	VAMP1	vesicle associated membrane protein 1	6843	https://www.ncbi.nlm.nih.gov/gene/?term=6843
ENSG00000139344	AMDHD1	amidohydrolase domain containing 1	144193	https://www.ncbi.nlm.nih.gov/gene/?term=144193
ENSG00000139364	TMEM132B	transmembrane protein 132B	114795	https://www.ncbi.nlm.nih.gov/gene/?term=114795
ENSG00000139514	SLC7A1	solute carrier family 7 member 1	6541	https://www.ncbi.nlm.nih.gov/gene/?term=6541
ENSG00000139517	LNX2	ligand of numb-protein X 2	222484	https://www.ncbi.nlm.nih.gov/gene/?term=222484
ENSG00000139629	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	11226	https://www.ncbi.nlm.nih.gov/gene/?term=11226
ENSG00000140009	ESR2	estrogen receptor 2	2100	https://www.ncbi.nlm.nih.gov/gene/?term=2100
ENSG00000140022	STON2	stonin 2	85439	https://www.ncbi.nlm.nih.gov/gene/?term=85439
ENSG00000140057	AK7	adenylate kinase 7	122481	https://www.ncbi.nlm.nih.gov/gene/?term=122481
ENSG00000140279	DUOX2	dual oxidase 2	50506	https://www.ncbi.nlm.nih.gov/gene/?term=50506
ENSG00000140443	IGF1R	insulin like growth factor 1 receptor	3480	https://www.ncbi.nlm.nih.gov/gene/?term=3480
ENSG00000140459	CYP11A1	cytochrome P450 family 11 subfamily A member 1	1583	https://www.ncbi.nlm.nih.gov/gene/?term=1583
ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6	5046	https://www.ncbi.nlm.nih.gov/gene/?term=5046
ENSG00000140481	CCDC33	coiled-coil domain containing 33	80125	https://www.ncbi.nlm.nih.gov/gene/?term=80125
ENSG00000140488	CELF6	CUGBP Elav-like family member 6	60677	https://www.ncbi.nlm.nih.gov/gene/?term=60677
ENSG00000140600	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	6457	https://www.ncbi.nlm.nih.gov/gene/?term=6457
ENSG00000140832	MARVELD3	MARVEL domain containing 3	91862	https://www.ncbi.nlm.nih.gov/gene/?term=91862
ENSG00000141449	GREB1L	GREB1 like retinoic acid receptor coactivator	80000	https://www.ncbi.nlm.nih.gov/gene/?term=80000
ENSG00000141542	RAB40B	RAB40B, member RAS oncogene family	10966	https://www.ncbi.nlm.nih.gov/gene/?term=10966
ENSG00000141665	FBXO15	F-box protein 15	201456	https://www.ncbi.nlm.nih.gov/gene/?term=201456
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	2064	https://www.ncbi.nlm.nih.gov/gene/?term=2064
ENSG00000141738	GRB7	growth factor receptor bound protein 7	2886	https://www.ncbi.nlm.nih.gov/gene/?term=2886
ENSG00000141934	PLPP2	phospholipid phosphatase 2	8612	https://www.ncbi.nlm.nih.gov/gene/?term=8612
ENSG00000142230	SAE1	SUMO1 activating enzyme subunit 1	10055	https://www.ncbi.nlm.nih.gov/gene/?term=10055
ENSG00000142661	MYOM3	myomesin 3	127294	https://www.ncbi.nlm.nih.gov/gene/?term=127294
ENSG00000143127	ITGA10	integrin subunit alpha 10	8515	https://www.ncbi.nlm.nih.gov/gene/?term=8515
ENSG00000143153	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	481	https://www.ncbi.nlm.nih.gov/gene/?term=481
ENSG00000143171	RXRG	retinoid X receptor gamma	6258	https://www.ncbi.nlm.nih.gov/gene/?term=6258
ENSG00000143248	RGS5	regulator of G protein signaling 5	8490	https://www.ncbi.nlm.nih.gov/gene/?term=8490
ENSG00000143341	HMCN1	hemicentin 1	83872	https://www.ncbi.nlm.nih.gov/gene/?term=83872
ENSG00000143416	SELENBP1	selenium binding protein 1	8991	https://www.ncbi.nlm.nih.gov/gene/?term=8991
ENSG00000143469	SYT14	synaptotagmin 14	255928	https://www.ncbi.nlm.nih.gov/gene/?term=255928
ENSG00000143546	S100A8	S100 calcium binding protein A8	6279	https://www.ncbi.nlm.nih.gov/gene/?term=6279
ENSG00000143772	ITPKB	inositol-trisphosphate 3-kinase B	3707	https://www.ncbi.nlm.nih.gov/gene/?term=3707
ENSG00000143819	EPHX1	epoxide hydrolase 1	2052	https://www.ncbi.nlm.nih.gov/gene/?term=2052
ENSG00000143850	PLEKHA6	pleckstrin homology domain containing A6	22874	https://www.ncbi.nlm.nih.gov/gene/?term=22874
ENSG00000143869	GDF7	growth differentiation factor 7	151449	https://www.ncbi.nlm.nih.gov/gene/?term=151449
ENSG00000143942	CHAC2	ChaC cation transport regulator homolog 2	494143	https://www.ncbi.nlm.nih.gov/gene/?term=494143
ENSG00000144057	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	84620	https://www.ncbi.nlm.nih.gov/gene/?term=84620
ENSG00000144229	THSD7B	thrombospondin type 1 domain containing 7B	80731	https://www.ncbi.nlm.nih.gov/gene/?term=80731
ENSG00000144230	GPR17	G protein-coupled receptor 17	2840	https://www.ncbi.nlm.nih.gov/gene/?term=2840
ENSG00000144366	GULP1	GULP PTB domain containing engulfment adaptor 1	51454	https://www.ncbi.nlm.nih.gov/gene/?term=51454
ENSG00000144395	CCDC150	coiled-coil domain containing 150	284992	https://www.ncbi.nlm.nih.gov/gene/?term=284992
ENSG00000144645	OSBPL10	oxysterol binding protein like 10	114884	https://www.ncbi.nlm.nih.gov/gene/?term=114884
ENSG00000144746	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	10550	https://www.ncbi.nlm.nih.gov/gene/?term=10550
ENSG00000144821	MYH15	myosin heavy chain 15	22989	https://www.ncbi.nlm.nih.gov/gene/?term=22989
ENSG00000145248	SLC10A4	solute carrier family 10 member 4	201780	https://www.ncbi.nlm.nih.gov/gene/?term=201780
ENSG00000145649	GZMA	granzyme A	3001	https://www.ncbi.nlm.nih.gov/gene/?term=3001
ENSG00000145700	ANKRD31	ankyrin repeat domain 31	256006	https://www.ncbi.nlm.nih.gov/gene/?term=256006
ENSG00000145794	MEGF10	multiple EGF like domains 10	84466	https://www.ncbi.nlm.nih.gov/gene/?term=84466
ENSG00000146038	DCDC2	doublecortin domain containing 2	51473	https://www.ncbi.nlm.nih.gov/gene/?term=51473
ENSG00000146374	RSPO3	R-spondin 3	84870	https://www.ncbi.nlm.nih.gov/gene/?term=84870
ENSG00000146411	SLC2A12	solute carrier family 2 member 12	154091	https://www.ncbi.nlm.nih.gov/gene/?term=154091
ENSG00000146678	IGFBP1	insulin like growth factor binding protein 1	3484	https://www.ncbi.nlm.nih.gov/gene/?term=3484
ENSG00000146859	TMEM140	transmembrane protein 140	55281	https://www.ncbi.nlm.nih.gov/gene/?term=55281
ENSG00000146966	DENND2A	DENN domain containing 2A	27147	https://www.ncbi.nlm.nih.gov/gene/?term=27147
ENSG00000147168	IL2RG	interleukin 2 receptor subunit gamma	3561	https://www.ncbi.nlm.nih.gov/gene/?term=3561
ENSG00000147316	MCPH1	microcephalin 1	79648	https://www.ncbi.nlm.nih.gov/gene/?term=79648
ENSG00000147459	DOCK5	dedicator of cytokinesis 5	80005	https://www.ncbi.nlm.nih.gov/gene/?term=80005
ENSG00000147485	PXDNL	peroxidasin like	137902	https://www.ncbi.nlm.nih.gov/gene/?term=137902
ENSG00000147488	ST18	ST18, C2H2C-type zinc finger	9705	https://www.ncbi.nlm.nih.gov/gene/?term=9705
ENSG00000148175	STOM	stomatin	2040	https://www.ncbi.nlm.nih.gov/gene/?term=2040
ENSG00000148180	GSN	gelsolin	2934	https://www.ncbi.nlm.nih.gov/gene/?term=2934
ENSG00000148218	ALAD	aminolevulinate dehydratase	210	https://www.ncbi.nlm.nih.gov/gene/?term=210
ENSG00000148468	FAM171A1	family with sequence similarity 171 member A1	221061	https://www.ncbi.nlm.nih.gov/gene/?term=221061
ENSG00000148482	SLC39A12	solute carrier family 39 member 12	221074	https://www.ncbi.nlm.nih.gov/gene/?term=221074
ENSG00000148671	ADIRF	adipogenesis regulatory factor	10974	https://www.ncbi.nlm.nih.gov/gene/?term=10974
ENSG00000148700	ADD3	adducin 3	120	https://www.ncbi.nlm.nih.gov/gene/?term=120
ENSG00000148826	NKX6-2	NK6 homeobox 2	84504	https://www.ncbi.nlm.nih.gov/gene/?term=84504
ENSG00000149090	PAMR1	peptidase domain containing associated with muscle regeneration 1	25891	https://www.ncbi.nlm.nih.gov/gene/?term=25891
ENSG00000149136	SSRP1	structure specific recognition protein 1	6749	https://www.ncbi.nlm.nih.gov/gene/?term=6749
ENSG00000149218	ENDOD1	endonuclease domain containing 1	23052	https://www.ncbi.nlm.nih.gov/gene/?term=23052
ENSG00000149547	EI24	EI24, autophagy associated transmembrane protein	9538	https://www.ncbi.nlm.nih.gov/gene/?term=9538
ENSG00000149564	ESAM	endothelial cell adhesion molecule	90952	https://www.ncbi.nlm.nih.gov/gene/?term=90952
ENSG00000149575	SCN2B	sodium voltage-gated channel beta subunit 2	6327	https://www.ncbi.nlm.nih.gov/gene/?term=6327
ENSG00000149633	KIAA1755	KIAA1755	85449	https://www.ncbi.nlm.nih.gov/gene/?term=85449
ENSG00000149948	HMGA2	high mobility group AT-hook 2	8091	https://www.ncbi.nlm.nih.gov/gene/?term=8091
ENSG00000150051	MKX	mohawk homeobox	283078	https://www.ncbi.nlm.nih.gov/gene/?term=283078
ENSG00000150054	MPP7	membrane palmitoylated protein 7	143098	https://www.ncbi.nlm.nih.gov/gene/?term=143098
ENSG00000150275	PCDH15	protocadherin related 15	65217	https://www.ncbi.nlm.nih.gov/gene/?term=65217
ENSG00000150593	PDCD4	programmed cell death 4	27250	https://www.ncbi.nlm.nih.gov/gene/?term=27250
ENSG00000150594	ADRA2A	adrenoceptor alpha 2A	150	https://www.ncbi.nlm.nih.gov/gene/?term=150
ENSG00000150636	CCDC102B	coiled-coil domain containing 102B	79839	https://www.ncbi.nlm.nih.gov/gene/?term=79839
ENSG00000150656	CNDP1	carnosine dipeptidase 1	84735	https://www.ncbi.nlm.nih.gov/gene/?term=84735
ENSG00000150672	DLG2	discs large MAGUK scaffold protein 2	1740	https://www.ncbi.nlm.nih.gov/gene/?term=1740
ENSG00000150907	FOXO1	forkhead box O1	2308	https://www.ncbi.nlm.nih.gov/gene/?term=2308
ENSG00000151240	DIP2C	disco interacting protein 2 homolog C	22982	https://www.ncbi.nlm.nih.gov/gene/?term=22982
ENSG00000151414	NEK7	NIMA related kinase 7	140609	https://www.ncbi.nlm.nih.gov/gene/?term=140609
ENSG00000151461	UPF2	UPF2, regulator of nonsense mediated mRNA decay	26019	https://www.ncbi.nlm.nih.gov/gene/?term=26019
ENSG00000151498	ACAD8	acyl-CoA dehydrogenase family member 8	27034	https://www.ncbi.nlm.nih.gov/gene/?term=27034
ENSG00000151503	NCAPD3	non-SMC condensin II complex subunit D3	23310	https://www.ncbi.nlm.nih.gov/gene/?term=23310
ENSG00000151572	ANO4	anoctamin 4	121601	https://www.ncbi.nlm.nih.gov/gene/?term=121601
ENSG00000151748	SAV1	salvador family WW domain containing protein 1	60485	https://www.ncbi.nlm.nih.gov/gene/?term=60485
ENSG00000151834	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit	2555	https://www.ncbi.nlm.nih.gov/gene/?term=2555
ENSG00000151882	CCL28	C-C motif chemokine ligand 28	56477	https://www.ncbi.nlm.nih.gov/gene/?term=56477
ENSG00000152061	RABGAP1L	RAB GTPase activating protein 1 like	9910	https://www.ncbi.nlm.nih.gov/gene/?term=9910
ENSG00000152078	TMEM56	transmembrane protein 56	148534	https://www.ncbi.nlm.nih.gov/gene/?term=148534
ENSG00000152127	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	4249	https://www.ncbi.nlm.nih.gov/gene/?term=4249
